,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,0,0,0,0,0,0,146,154,249,330
ST Debt,0,0,0,0,0,0,0,0,0,0
LT Debt,0,0,0,0,0,0,146,154,249,330
Total Debt/EBITDA,0,0,0,0,0,0,0.06,0.05,0.06,0.10
Net Debt/EBITDA,-0.81,-0.75,-0.58,-0.62,-0.86,-0.57,-0.69,-0.73,-0.39,-0.56
Total Debt/EBIT,0,0,0,0,0,0,0.06,0.06,0.07,0.13
Net Debt/EBIT,-0.85,-0.80,-0.62,-0.67,-0.92,-0.61,-0.75,-0.78,-0.41,-0.70
EBITDA to Interest Expense,0,0,0,0,0,0,0,0,0,0
EBITDA-CapEx/Interest Expense,0,0,0,0,0,0,0,0,0,0
EBIT to Interest Expense,0,0,0,0,0,0,0,0,0,0
Interest Expense,0,0,0,0,0,0,0,0,0,0
Common Equity/Total Assets,74.21,79.77,78.73,69.76,66.12,71.68,69.56,66.38,64.95,72.61
Long-Term Debt/Equity (%),0,0,0,0,0,0,1.78,1.66,2.43,3.40
Long-Term Debt/Capital (%),0,0,0,0,0,0,1.89,1.75,2.59,3.42
Long-Term Debt/Total Assets (%),0,0,0,0,0,0,1.57,1.45,1.99,2.83
Total Debt/Equity (%),0,0,0,0,0,0,1.78,1.66,2.43,3.40
Total Debt/Capital (%),0,0,0,0,0,0,1.89,1.75,2.59,3.42
Total Debt/Total Assets (%),0,0,0,0,0,0,1.57,1.45,1.99,2.83
Net Debt to Equity,-29.02,-27.92,-24.62,-21.15,-27.91,-23.27,-21.67,-23.21,-14.84,-18.12
Net Debt/Capital (%),-59.82,-50.27,-41.15,-31.50,-46.73,-29.53,-29.82,-32.41,-18.82,-22.29
EBITDA,1728,2003,2025,1933,2202,2506,2578,2935,3915,3142
EBITDA-CapEx,1623,1876,1874,1785,2016,2337,2373,2721,3676,2904
Operating Income (Loss),1637,1891,1899,1800,2059,2346,2387,2746,3710,2496
