,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,23.55,19.62,35.42,28.99,37.61,24.96,38.58,60.79,69.62,43.14
Price/Earnings Average,19.77,18.31,30.22,28.59,31.74,26.93,32.85,47.38,60.81,43.51
Price/Earnings High,24.51,21.17,35.83,33.41,38.81,31.62,40.17,61.77,77.26,57.24
Price/Earnings Low,16.99,16.20,22.84,22.88,23.30,21.72,21.18,30.42,43.19,34.91
Price/Book Value,6.68,5.27,6.32,5.43,7.57,6.59,9.90,14.12,16.96,10.71
Price/Book Value Average,5.61,4.92,5.40,5.36,6.39,7.11,8.43,11.01,14.81,10.80
Price/Book Value High,6.95,5.69,6.40,6.26,7.81,8.35,10.31,14.35,18.82,14.20
Price/Book Value Low,4.82,4.35,4.08,4.29,4.69,5.73,5.44,7.06,10.52,8.66
Price/Tangible Book Value,-6.30,-9.54,-6.95,-4.54,-7.70,-6.14,-11.46,-16.08,-16.87,-9.80
Price/Tangible Book Value Average,-5.29,-8.90,-5.93,-4.47,-6.50,-6.63,-9.76,-12.53,-14.74,-9.88
Price/Tangible Book Value High,-6.56,-10.30,-7.03,-5.23,-7.94,-7.78,-11.93,-16.34,-18.72,-13.00
Price/Tangible Book Value Low,-4.54,-7.88,-4.48,-3.58,-4.77,-5.34,-6.29,-8.05,-10.47,-7.93
Price/Sales,5.06,5.59,7.37,6.57,8.97,8.84,13.96,21.58,24.73,16.70
Price/Sales Average,4.25,5.22,6.29,6.48,7.57,9.54,11.89,16.82,21.60,16.85
Price/Sales High,5.27,6.04,7.45,7.57,9.26,11.20,14.54,21.93,27.45,22.16
Price/Sales Low,3.65,4.62,4.75,5.19,5.56,7.69,7.66,10.80,15.34,13.52
Price/Cash Flow,16.36,18.23,25.89,17.39,28.28,20.69,30.65,45.10,53.99,34.29
Price/Cash Flow Average,13.73,17.02,22.09,17.15,23.88,22.32,26.10,35.15,47.16,34.58
Price/Cash Flow High,17.02,19.68,26.19,20.05,29.19,26.21,31.91,45.83,59.92,45.49
Price/Cash Flow Low,11.80,15.06,16.69,13.73,17.52,18.00,16.83,22.57,33.49,27.75
Price/Free Cash Flow,14.52,15.76,22.47,15.93,25.68,19.71,28.79,42.84,51.71,32.34
Price/Free Cash Flow Average,12.18,14.71,19.17,15.71,21.67,21.27,24.51,33.39,45.17,32.61
Price/Free Cash Flow High,15.11,17.01,22.73,18.36,26.50,24.97,29.98,43.53,57.39,42.90
Price/Free Cash Flow Low,10.47,13.02,14.49,12.57,15.91,17.15,15.81,21.44,32.08,26.17
EV/Sales,5.41,5.71,7.57,7.37,9.88,9.70,15.10,22.59,26.12,18.16
EV/Sales Average,4.61,5.35,6.57,7.28,8.49,10.38,13.02,17.90,23.00,18.31
EV/Sales High,5.61,6.14,7.65,8.32,10.17,11.98,15.67,22.93,28.84,23.57
EV/Sales Low,4.02,4.77,5.14,6.05,6.48,8.59,8.79,11.96,16.74,15.01
EV/EBITDA,12.39,13.82,16.89,14.88,19.10,18.01,28.16,38.47,44.24,30.25
EV/EBITDA Average,10.56,12.94,14.65,14.71,16.40,19.27,24.28,30.48,38.94,30.49
EV/EBITDA High,12.86,14.86,17.06,16.81,19.65,22.24,29.23,39.06,48.83,39.25
EV/EBITDA Low,9.22,11.54,11.48,12.22,12.52,15.95,16.39,20.36,28.35,25.00
EV/EBIT,15.08,16.87,20.14,17.37,21.74,20.26,31.12,43.29,49.77,33.82
EV/EBIT Average,12.85,15.80,17.48,17.16,18.67,21.66,26.83,34.30,43.81,34.09
EV/EBIT High,15.65,18.14,20.35,19.61,22.37,25.01,32.31,43.95,54.94,43.88
EV/EBIT Low,11.22,14.09,13.69,14.26,14.25,17.94,18.12,22.91,31.90,27.95
Last Price,43.64,48.16,72.59,78.78,126.54,145.40,256.92,436.99,612.54,465.17
High Price,45.42,51.98,73.44,90.79,130.58,184.22,267.51,444.03,679.85,617.13
Low Price,31.48,39.78,46.80,62.17,78.40,126.51,141.06,218.65,380.00,376.41
Enterprise Value,5602,5689,8134,8476,12590,13914,23515,38302,53387,40845
Enterprise Value Average,4774,5328,7059,8376,10813,14881,20279,30343,46997,41163
Enterprise Value High,5813,6117,8220,9572,12954,17183,24413,38884,58936,52996
Enterprise Value Low,4167,4749,5529,6959,8253,12323,13691,20273,34217,33748
