,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,118,112,101,91,90,84,85,83,82,80
Diluted Weighted Avg Shares,121,117,110,97,92,90,86,85,83,81
Basic Weighted Avg Shares,120,116,109,96,90,87,85,84,83,81
Revenue per Share,8.62,8.61,9.85,11.99,14.10,16.45,18.40,20.25,24.77,27.85
EBITDA per Share,3.76,3.56,4.41,5.93,7.30,8.86,9.87,11.89,14.63,16.72
Operating Income per Share,3.09,2.91,3.70,5.09,6.41,7.88,8.93,10.57,13.00,14.96
"Basic EPS, GAAP",1.85,2.45,2.05,2.72,3.36,5.83,6.66,7.19,8.80,10.78
Basic EPS from Cont Ops,1.85,1.72,2.11,2.72,3.36,5.83,6.66,7.19,8.80,10.78
"Diluted EPS, GAAP",1.84,2.43,2.03,2.70,3.31,5.66,6.59,7.12,8.70,10.72
Diluted EPS from Cont Ops,1.84,1.70,2.09,2.70,3.31,5.66,6.59,7.12,8.70,10.72
Dividend per Share,0,0.18,0.80,1.00,1.33,1.96,2.63,2.94,3.67,4.62
Cash Flow per Share,2.67,2.64,2.80,4.53,4.47,7.03,8.38,9.69,11.35,13.57
Free Cash Flow per Basic Share,2.31,2.20,2.35,4.09,3.93,6.47,7.75,9.08,10.71,12.66
Cash & Equivalents per Share,3.04,4.54,7.70,8.67,9.87,10.74,17.77,15.75,17.24,12.43
Book Value per Share,6.53,9.14,11.48,14.50,16.72,22.07,25.95,30.95,36.12,43.45
Tangible Book Value per Share,-6.93,-5.05,-10.45,-17.37,-16.44,-23.67,-22.42,-27.18,-36.31,-47.48
