,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,1034,781,402,461,591,398,643,-652,834,856
+ Depreciation & Amortization,163,189,192,211,213,260,268,248,219,195
+ Non-Cash Items,113,177,174,50,147,170,153,891,41,168
+ Stock-Based Compensation,120,95,89,87,74,81,85,53,64,72
+ Deferred Income Taxes,-7,-23,22,-52,78,-51,35,-116,53,30
+ Asset Impairment Charge,0,0,0,0,0,0,0,814,46,0
+ Other Non-Cash Adj,0,105,64,16,-5,139,34,140,-122,66
+ Chg in Non-Cash Work Cap,103,-162,169,37,-96,169,-273,-80,230,-367
+ (Inc) Dec in Accts Receiv,-14,-24,0,-28,-29,-6,26,62,-10,-96
+ (Inc) Dec in Inventories,-39,-64,29,41,-20,30,-105,-59,32,-312
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,129,-16,128,-18,-42,-94,-69,-84,448,70
+ Inc (Dec) in Other,27,-58,12,43,-5,239,-125,1,-240,-29
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,1414,985,937,759,854,997,792,407,1324,853
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,24,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,24,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-241,-220,-199,-396,-283,-267,-274,-205,-116,-94
+ Acq of Fixed Prod Assets,-241,-220,-199,-396,-283,-267,-274,-205,-116,-94
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,-171,-397,256,-239,748,478,-256,250,1,-160
+ Dec in LT Investment,0,146,305,426,1272,482,159,462,2,381
+ Inc in LT Investment,-171,-543,-50,-665,-523,-4,-415,-212,-1,-540
+ Net Cash From Acq & Div,-147,-91,-659,-166,126,-2376,-43,0,0,0
+ Cash from Divestitures,0,0,0,0,126,0,0,0,0,0
+ Cash for Acq of Subs,-147,-91,-659,-166,0,-2376,-43,0,0,0
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-11,0,-10,-9,2,0,0,0,0,0
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-570,-708,-613,-810,593,-2165,-574,44,-91,-254
+ Dividends Paid,-340,-376,-372,-374,-378,-384,-391,-380,0,-264
+ Net Cash From Debt,-22,140,756,-15,712,0,0,699,-1411,99
+ Cash From Debt,0,450,1237,0,997,1100,0,700,0,999
+ Repayments of Debt,-22,-310,-480,-15,-285,-1100,0,-1,-1411,-900
+ Cash (Repurchase) of Equity,-400,-525,0,0,0,0,-100,-300,0,-1600
+ Increase in Capital Stock,0,0,0,0,0,0,0,0,0,0
+ Decrease in Capital Stock,-400,-525,0,0,0,0,-100,-300,0,-1600
+ Other Financing Activities,73,14,5,5,35,134,6,-13,746,-12
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-689,-748,389,-385,370,-250,-485,6,-666,-1778
Effect of Foreign Exchange Rates,-9,-1,-14,4,-2,-11,-7,0,15,-39
Net Changes in Cash,154,-470,714,-436,1816,-1418,-267,457,567,-1178
EBITDA,1688,1309,810,864,1000,931,1082,-302,1187,1371
EBITDA Margin (%),33.25,27.24,19.32,19.24,22.28,15.84,17.96,-6.10,20.65,20.51
Net Cash Paid for Acquisitions,147,91,659,166,-126,2376,44,0,0,0
Free Cash Flow,1173,766,738,362,571,729,518,202,1208,759
Free Cash Flow to Firm,1173,766,734,342,549,680,477,0,1274,807
Free Cash Flow to Equity,1150,905,1494,347,1283,729,518,901,-180,858
Free Cash Flow per Basic Share,4.15,2.76,2.68,1.30,2.03,2.56,1.79,0.72,4.35,2.87
Price/Free Cash Flow,9.87,8.02,8.53,9.64,11.66,10.66,8.66,6.07,8.29,8.90
Cash Flow to Net Income,1.37,1.26,2.33,1.65,1.44,2.51,1.23,-0.62,1.59,1.00
