,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),11.34,11.83,11.01,14.39,18.17,19.92,17.96,11.75,16.30,13.99
Return on Assets (%),4.48,5.06,5.01,5.07,4.53,5.35,5.21,3.47,5.02,4.75
Return on Capital (%),7.43,7.55,7.39,8.81,9.84,11.64,10.42,6.78,9.33,8.26
Return on Invested Capital (%),14.48,15.81,16.20,17.26,15.93,19.21,17.28,11.24,15.51,13.87
Gross Margin (%),26.47,25.90,24.93,17.81,18.28,18.66,18.45,16.57,19.52,18.76
EBITDA Margin (%),14.75,14.61,14.61,14.93,15.33,15.68,15.74,13.83,16.87,16.12
Operating Margin (%),12.80,12.69,12.69,13.03,13.49,13.95,14.19,12.14,15.38,14.58
Incremental Operating Margin (%),17.12,10.56,13.09,31.43,-35.45,444.58,3.33,29.37,53.57,38200.00
Pretax Margin (%),11.39,11.82,11.75,11.95,12.34,12.59,12.96,10.70,13.92,13.61
Profit Margin (%),6.80,7.21,7.23,7.45,7.13,8.67,8.95,7.18,9.85,9.21
Net Income to Common Margin (%),6.80,7.21,7.23,7.45,7.13,8.67,8.95,7.18,9.85,9.21
Effective Tax Rate (%),34.03,32.77,32.81,32.60,36.94,25.60,26.02,27.08,24.57,28.11
Dvd Payout Ratio (%),25.84,34.36,37.83,37.58,39.75,35.28,36.82,51.33,36.85,38.97
Sustainable Growth Rate (%),8.41,7.77,6.84,8.98,10.95,12.89,11.35,5.72,10.29,8.53
