,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,2.15,2.33,2.20,2.09,1.96,1.94,1.93,1.68,1.75,1.72
Days Sales Outstanding,170.07,156.76,165.75,174.39,186.34,187.99,189.11,216.74,208.00,211.63
Inventory Turnover,9.34,9.25,9.93,11.27,11.16,10.95,10.08,9.32,9.99,9.45
Days Inventory Outstanding,39.08,39.47,36.77,32.38,32.69,33.34,36.21,39.17,36.54,38.61
Accounts Payable Turnover,1.32,1.36,1.26,1.25,1.13,1.08,1.06,0.93,0.99,1.02
Accounts Payable Turnover Days,276.23,268.57,289.87,292.15,322.80,336.69,344.99,392.22,368.32,358.34
Cash Conversion Cycle,-67.09,-72.34,-87.35,-85.38,-103.77,-115.36,-119.68,-136.31,-123.79,-108.11
Inventory to Cash Days,130.99,117.29,128.98,142.01,153.64,154.65,152.90,177.57,171.46,173.02
Inventories,1288,1167,1123,1125,1111,1162,1258,1101,1201,1255
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,1288,1167,1123,1125,1111,1162,1258,1101,1201,1255
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,0,0,0,0,0,0,0,0,0,0
