,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,14075,26757,28008,18719,32118,43840,48237,53157,60326,31948
- Cash & Cash Equivalents,712,636,769,735,1225,1144,2042,1810,1232,2011
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,73,0,87,0,0,0,0
+ Total Debt,869,1291,1091,1272,1336,1997,1881,1855,2540,3479
Enterprise Value,13778,26709,27712,18505,31309,42412,46704,51540,61527,33390
Total Capital,1078,1854,2115,2832,3594,5169,5950,6580,8027,4623
Total Debt/Capital (%),80.56,69.63,51.56,44.91,37.17,38.63,31.61,28.19,31.64,75.25
Total Debt / EV,0.06,0.05,0.04,0.07,0.04,0.05,0.04,0.04,0.04,0.10
EV/Sales,9.69,14.35,12.48,7.72,11.38,12.72,13.18,15.91,13.59,7.28
EV/EBITDA,39.14,48.04,36.97,25.70,41.09,39.94,39.82,67.20,480.68,44.64
EV/EBIT,54.22,60.24,44.47,31.96,51.67,48.03,47.41,88.86,0,94.32
EV/Cash Flow to Firm,32.99,50.01,40.01,25.97,34.82,35.58,42.57,46.12,102.96,79.80
EV/Free Cash Flow to Firm,27.11,39.49,33.15,18.81,25.85,28.51,35.76,39.45,76.38,37.75
Diluted Market Cap,15421,27753,28469,18950,32337,44436,48893,53885,58020,31745
Diluted Enterprise Value,15578,28408,28791,19560,32448,45376,48732,53930,59328,33213
EV per Share,107.87,185.96,189.05,126.58,212.99,288.52,317.71,353.01,391.89,211.33
TTM Sales,1421,1861,2220,2398,2752,3333,3543,3239,4526,4584
TTM EBITDA,352,556,750,720,762,1062,1173,767,128,748
TTM Operating Income,254,443,623,579,606,883,985,580,-123,354
TTM Cash Flow to Firm,418,534,693,713,899,1192,1097,1118,598,418
TTM Free Cash Flow to Firm,508,676,836,984,1211,1488,1306,1307,806,884
