,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,51584,49605,48851,52824,52546,53647,51750,41908,81288,100330
+ Sales & Services Revenue,51584,49605,48851,52824,52546,53647,51750,41908,81288,100330
- Cost of Revenue,9586,9577,9648,12329,11240,11248,10219,8692,30821,34344
+ Cost of Goods & Services,9586,9577,9648,12329,11240,11248,10219,8692,30821,34344
Gross Profit,41998,40028,39203,40495,41306,42399,41531,33216,50467,65986
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,25632,26529,26227,26765,27199,27354,27610,24456,30232,28714
"+ Selling, General & Admin",14355,14097,14809,14837,14784,14455,14350,11615,12703,13677
+ Research & Development,6678,8393,7690,7872,7657,8006,8650,9405,13829,11428
+ Other Operating Expense,4599,4039,3728,4056,4758,4893,4610,3436,3700,3609
Operating Income (Loss),16366,13499,12976,13730,14107,15045,13921,8760,20235,37272
- Non-Operating (Income) Loss,650,1259,4011,5379,1802,3160,-3761,1263,-4076,2543
"+ Interest Expense, Net",1011,935,728,716,879,983,1348,1376,1255,987
+ Interest Expense,1414,1360,1199,1186,1270,1316,1574,1449,1291,1238
- Interest Income,403,425,471,470,391,333,226,73,36,251
+ Other Non-Op (Income) Loss,-361,324,3283,4663,923,2177,-5109,-113,-5331,1556
Pretax Income,15716,12240,8965,8351,12305,11885,17682,7497,24311,34729
- Income Tax Expense (Benefit),4306,3120,1990,1123,-9049,706,1384,477,1852,3328
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,11410,9119,6975,7229,21353,11179,16298,7021,22459,31401
- Net Extraordinary Losses (Gains),-10524,16,41,45,92,62,54,-2559,525,64
+ Discontinued Operations,10662,48,11,17,2,10,4,2631,-434,6
+ Extraord. & Accounting Changes,-21186,-32,30,28,90,52,50,-5190,959,58
Income (Loss) Incl. MI,21934,9103,6934,7184,21261,11117,16244,9580,21934,31337
- Minority Interest,-69,-32,-26,-31,-47,-36,-29,-36,-45,-35
"Net Income, GAAP",22003,9135,6960,7215,21308,11153,16273,9616,21979,31372
- Preferred Dividends,2,1,1,0,1,1,1,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",22001,9134,6959,7215,21307,11152,16272,9616,21979,31372
Basic Weighted Avg Shares,6813,6346,6176,6089,5970,5872,5569,5555,5601,5608
"Basic EPS, GAAP",3.23,1.44,1.13,1.18,3.57,1.90,2.92,1.73,3.92,5.59
Basic EPS from Cont Ops,1.67,1.44,1.13,1.19,3.58,1.90,2.93,1.26,4.01,5.60
Diluted Weighted Avg Shares,6895,6424,6257,6159,6058,5977,5675,5632,5708,5733
"Diluted EPS, GAAP",3.19,1.42,1.11,1.17,3.52,1.87,2.87,1.71,3.85,5.47
Diluted EPS from Cont Ops,1.65,1.42,1.11,1.17,3.52,1.87,2.87,1.25,3.93,5.48
EBITDA,22776,19036,18133,19487,20376,21429,19931,13537,25426,42336
EBITDA Margin (%),44.15,38.38,37.12,36.89,38.78,39.94,38.51,32.30,31.28,42.20
EBITA,18177,14997,14405,15431,15618,16536,15321,10101,21726,38727
EBIT,16366,13499,12976,13730,14107,15045,13921,8760,20235,37272
Gross Margin (%),81.42,80.69,80.25,76.66,78.61,79.03,80.25,79.26,62.08,65.77
Operating Margin (%),31.73,27.21,26.56,25.99,26.85,28.04,26.90,20.90,24.89,37.15
Profit Margin (%),42.65,18.42,14.25,13.66,40.55,20.79,31.45,22.95,27.04,31.27
Sales per Employee,663887,633525,498989,547399,582550,580595,586070,533860,1028962,1208795
Dividend per Share,0.97,1.04,1.12,1.20,1.28,1.36,1.44,1.52,1.56,1.60
Depreciation Expense,4599,4039,3728,4056,4758,4893,4610,3436,3700,3609
