,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,108,151,225,329,433,566,738,841,1056,1375
+ Sales & Services Revenue,108,151,225,329,433,566,738,841,1056,1375
- Cost of Revenue,21,27,35,54,72,91,110,124,162,213
+ Cost of Goods & Services,21,27,35,54,72,91,110,124,162,213
Gross Profit,87,124,189,275,361,476,628,718,894,1162
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,77,108,155,217,282,302,402,532,640,784
"+ Selling, General & Admin",72,99,140,188,242,240,307,414,486,586
+ Research & Development,2,4,9,21,30,46,73,90,118,148
+ Other Operating Expense,4,5,6,8,10,15,22,28,36,50
Operating Income (Loss),9,16,34,58,79,174,226,186,254,379
- Non-Operating (Income) Loss,2,6,1,1,2,-1,0,0,-2,-11
"+ Interest Expense, Net",3,3,1,1,1,1,1,0,0,3
+ Interest Expense,3,3,1,1,1,1,1,0,0,3
- Interest Income,0,0,0,0,0,0,0,0,0,0
+ Other Non-Op (Income) Loss,-1,3,-1,0,1,-2,-1,0,-2,-13
Pretax Income,8,10,34,57,77,175,226,186,256,390
- Income Tax Expense (Benefit),-1,4,13,13,10,38,46,42,60,108
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,8,6,21,44,67,137,181,143,196,281
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,8,6,21,44,67,137,181,143,196,281
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",8,6,21,44,67,137,181,143,196,281
- Preferred Dividends,6,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",1,6,21,44,67,137,180,143,196,281
Basic Weighted Avg Shares,48,50,56,58,58,58,58,58,58,58
"Basic EPS, GAAP",0.03,0.11,0.37,0.76,1.15,2.37,3.14,2.49,3.39,4.86
Basic EPS from Cont Ops,0.16,0.11,0.37,0.76,1.16,2.38,3.14,2.49,3.39,4.86
Diluted Weighted Avg Shares,48,52,58,59,59,59,58,58,58,58
"Diluted EPS, GAAP",0.03,0.11,0.36,0.74,1.13,2.34,3.09,2.46,3.37,4.84
Diluted EPS from Cont Ops,0.16,0.11,0.36,0.74,1.14,2.34,3.09,2.46,3.37,4.84
EBITDA,15,23,44,72,98,203,268,239,321,471
EBITDA Margin (%),13.76,15.15,19.52,21.75,22.63,35.91,36.39,28.46,30.39,34.28
EBITA,9,16,34,58,79,174,226,186,254,379
EBIT,9,16,34,58,79,174,226,186,254,379
Gross Margin (%),80.58,81.90,84.21,83.57,83.37,83.97,85.12,85.32,84.66,84.53
Operating Margin (%),8.66,10.40,15.33,17.61,18.16,30.67,30.67,22.12,24.02,27.54
Profit Margin (%),7.17,3.75,9.32,13.32,15.43,24.20,24.48,17.05,18.57,20.46
Sales per Employee,128096,147825,153767,158622,169956,185684,195929,199486,196012,216604
Dividend per Share,0.26,0,0,0,0,0,0,0,0,0
Depreciation Expense,5,7,9,14,19,30,42,53,67,93
