,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,23.74,19.37,18.03,18.86,17.64,15.88,15.43,16.91,17.00,15.66
Days Sales Outstanding,15.38,18.84,20.25,19.35,20.69,22.98,23.66,21.58,21.47,23.31
Inventory Turnover,0,0,0,0,0,0,0,0,0,0
Days Inventory Outstanding,0,0,0,0,0,0,0,0,0,0
Accounts Payable Turnover,4.57,23.18,20.66,16.44,21.25,34.63,41.42,26.44,18.81,16.33
Accounts Payable Turnover Days,79.86,15.75,17.66,22.21,17.17,10.54,8.81,13.81,19.40,22.35
Cash Conversion Cycle,-64.48,3.09,2.59,-2.86,3.52,12.44,14.84,7.78,2.07,0.96
Inventory to Cash Days,15.38,18.84,20.25,19.35,20.69,22.98,23.66,21.58,21.47,23.31
Inventories,0,0,0,0,0,0,0,0,0,0
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,0,0,0,0,0,0,0,0,0,0
