,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,4561,4785,4765,4888,5307,5825,6260,6675,7776,8080
+ Sales & Services Revenue,4561,4785,4765,4888,5307,5825,6260,6675,7776,8080
- Cost of Revenue,1669,1717,1738,1666,1775,1911,1992,2057,2303,2454
+ Cost of Goods & Services,1669,1717,1738,1666,1775,1911,1992,2057,2303,2454
Gross Profit,2892,3068,3027,3222,3532,3914,4268,4618,5473,5626
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,2072,2099,1957,1825,1807,2033,2250,2349,2670,2698
"+ Selling, General & Admin",1613,1643,1532,1364,1334,1484,1638,1726,2001,2009
+ Research & Development,399,396,364,376,382,432,457,463,508,539
+ Other Operating Expense,60,60,61,85,91,117,155,160,161,150
Operating Income (Loss),820,969,1070,1397,1725,1881,2018,2269,2803,2928
- Non-Operating (Income) Loss,130,149,525,169,200,191,217,273,315,272
"+ Interest Expense, Net",113,117,124,158,162,175,186,219,218,171
+ Interest Expense,113,117,124,166,175,206,223,231,224,221
- Interest Income,0,0,0,8,13,31,37,12,6,50
+ Other Non-Op (Income) Loss,17,32,401,11,38,16,31,54,97,101
Pretax Income,690,820,545,1228,1525,1690,1801,1996,2488,2656
- Income Tax Expense (Benefit),187,233,206,409,663,266,301,360,454,545
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,503,587,339,819,862,1424,1500,1636,2034,2111
- Net Extraordinary Losses (Gains),-2,8,0,-4,-4,-8,0,-4,-6,-6
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,-2,8,0,-4,-4,-8,0,-4,-6,-6
Income (Loss) Incl. MI,505,579,339,823,866,1432,1500,1640,2040,2117
- Minority Interest,1,-4,0,2,2,4,0,2,3,3
"Net Income, GAAP",504,583,339,821,864,1428,1500,1638,2037,2114
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",504,583,339,821,864,1428,1500,1638,2037,2114
Basic Weighted Avg Shares,500,501,500,496,490,483,478,476,474,469
"Basic EPS, GAAP",1.01,1.16,0.68,1.66,1.76,2.96,3.14,3.44,4.29,4.51
Basic EPS from Cont Ops,1.01,1.17,0.68,1.65,1.76,2.95,3.14,3.44,4.29,4.50
Diluted Weighted Avg Shares,500,502,502,498,493,487,482,479,477,470
"Diluted EPS, GAAP",1.01,1.16,0.68,1.65,1.75,2.93,3.11,3.42,4.27,4.49
Diluted EPS from Cont Ops,1.01,1.17,0.68,1.64,1.75,2.92,3.11,3.42,4.27,4.49
EBITDA,1029,1173,1269,1637,1967,2189,2430,2710,3251,3393
EBITDA Margin (%),22.56,24.51,26.63,33.49,37.06,37.58,38.82,40.60,41.81,41.99
EBITA,969,1113,1208,1552,1876,2072,2275,2269,3090,3243
EBIT,820,969,1070,1397,1725,1881,2018,2269,2803,2928
Gross Margin (%),63.41,64.12,63.53,65.92,66.55,67.19,68.18,69.18,70.38,69.63
Operating Margin (%),17.98,20.25,22.46,28.58,32.50,32.29,32.24,33.99,36.05,36.24
Profit Margin (%),11.05,12.18,7.11,16.80,16.28,24.52,23.96,24.54,26.20,26.16
Sales per Employee,465408,478500,529444,543111,576848,582500,590566,590708,642645,585507
Dividend per Share,0.20,0.29,0.34,0.38,0.42,0.50,0.66,0.80,1.00,1.30
Depreciation Expense,60,60,61,85,91,117,155,441,161,150
