,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,5.72,6.47,6.75,6.99,6.95,6.88,6.61,6.24,7.22,7.04
Days Sales Outstanding,63.83,56.44,54.07,52.21,52.54,53.08,55.20,58.53,50.58,51.81
Inventory Turnover,2.61,2.68,2.60,2.70,2.74,2.58,2.44,2.45,2.54,2.39
Days Inventory Outstanding,139.85,136.09,140.44,135.32,133.32,141.26,149.53,149.00,143.52,152.98
Accounts Payable Turnover,11.79,13.22,13.19,12.64,13.06,11.03,11.00,12.16,11.09,11.11
Accounts Payable Turnover Days,30.95,27.61,27.67,28.87,27.95,33.09,33.19,30.02,32.90,32.86
Cash Conversion Cycle,172.73,164.92,166.83,158.66,157.91,161.25,171.53,177.51,161.19,171.93
Inventory to Cash Days,-76.02,-79.65,-86.37,-83.11,-80.79,-88.18,-94.33,-90.47,-92.94,-101.17
Inventories,334,336,330,316,396,428,477,513,478,579
Raw Materials,70,68,76,65,98,111,114,132,146,187
Work In Process,54,59,60,55,62,62,71,76,82,99
Finished Goods,242,243,231,196,235,254,291,305,250,293
Other Inventory,0,0,0,0,0,0,0,0,0,0
