,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,5499,7092,6657,10317,13621,16004,22359,42465,55923,33817
- Cash & Cash Equivalents,279,323,129,155,188,124,90,384,144,113
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,1,0,0
+ Total Debt,428,899,1170,1204,1261,1000,988,908,924,1348
Enterprise Value,5648,7668,7485,11129,14411,16881,23257,42990,56702,35053
Total Capital,1932,2585,1499,1755,2075,2179,2594,3095,3855,4959
Total Debt/Capital (%),22.17,34.78,78.07,68.61,60.77,45.91,38.07,29.35,23.96,27.19
Total Debt / EV,0.08,0.12,0.16,0.11,0.09,0.06,0.04,0.02,0.02,0.04
EV/Sales,4.10,5.16,4.67,6.27,7.32,7.63,9.66,15.88,17.63,10.41
EV/EBITDA,17.58,24.03,19.85,25.97,29.04,29.38,36.29,54.38,54.70,34.68
EV/EBIT,21.17,29.46,24.29,31.78,34.89,34.36,42.07,61.90,60.84,39.00
EV/Cash Flow to Firm,22.73,31.18,31.82,31.42,36.45,39.46,48.03,63.53,72.71,61.11
EV/Free Cash Flow to Firm,17.27,25.01,23.53,26.56,30.53,30.65,36.37,54.81,63.05,47.86
Diluted Market Cap,5760,7597,6927,10658,14006,16445,22901,43097,57252,34513
Diluted Enterprise Value,5909,8174,7968,11707,15080,17322,23799,43623,58031,35749
EV per Share,54.79,80.94,83.17,126.50,165.44,196.06,272.10,503.11,670.54,422.87
TTM Sales,1377,1486,1602,1775,1969,2213,2407,2707,3215,3367
TTM EBITDA,321,319,377,428,496,575,641,791,1037,1011
TTM Operating Income,267,260,308,350,413,491,553,695,932,899
TTM Cash Flow to Firm,248,246,235,354,395,428,484,677,780,574
TTM Free Cash Flow to Firm,327,307,318,419,472,551,639,784,899,732
