,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,428,899,1170,1204,1261,1000,988,908,924,1348
ST Debt,278,549,573,611,655,399,289,50,148,654
LT Debt,150,350,597,593,606,601,699,858,775,694
Total Debt/EBITDA,1.33,2.82,3.10,2.81,2.54,1.74,1.54,1.15,0.89,1.33
Net Debt/EBITDA,0.46,1.81,2.76,2.45,2.16,1.53,1.40,0.66,0.75,1.22
Total Debt/EBIT,1.61,3.45,3.80,3.44,3.05,2.04,1.79,1.31,0.99,1.50
Net Debt/EBIT,0.56,2.21,3.38,3.00,2.60,1.78,1.62,0.76,0.84,1.38
EBITDA to Interest Expense,91.79,23.30,14.09,15.09,15.52,17.10,20.92,24.29,35.29,26.05
EBITDA-CapEx/Interest Expense,69.33,18.86,10.99,12.81,13.12,13.44,15.86,20.99,31.22,21.96
EBIT to Interest Expense,76.20,19.00,11.51,12.34,12.92,14.63,18.05,21.34,31.73,23.17
Interest Expense,4,14,27,28,32,34,31,33,29,39
Common Equity/Total Assets,122.19,121.77,22.28,35.98,47.51,76.65,87.65,95.28,120.27,131.44
Long-Term Debt/Equity (%),29.01,297.65,0,0,0,0,393.03,135.67,112.35,114.07
Long-Term Debt/Capital (%),7.78,13.54,39.84,33.80,29.20,27.60,26.94,27.73,20.11,14.00
Long-Term Debt/Total Assets (%),12.22,25.29,40.48,38.75,35.37,39.12,38.14,37.41,31.81,25.28
Total Debt/Equity (%),82.67,764.53,-1393.04,-1112.72,-2342.18,-10833.80,555.42,143.57,133.87,221.50
Total Debt/Capital (%),22.17,34.78,78.07,68.61,60.77,45.91,38.07,29.35,23.96,27.19
Total Debt/Total Assets (%),34.81,64.95,79.33,78.66,73.60,65.07,53.90,39.59,37.90,49.09
Net Debt to Equity,28.82,490.24,-1239.47,-969.58,-1993.61,-9493.03,504.62,82.89,112.94,203.01
Net Debt/Capital (%),9.03,25.48,76.00,65.57,56.86,42.65,35.84,19.35,21.00,25.50
EBITDA,321,319,377,428,496,575,641,791,1037,1011
EBITDA-CapEx,243,258,294,364,419,452,486,683,917,852
Operating Income (Loss),267,260,308,350,413,491,553,695,932,899
