,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,30.20,41.19,35.66,47.39,52.16,42.82,52.67,72.90,75.65,50.24
Price/Earnings Average,27.05,35.29,34.93,38.20,51.37,48.35,50.16,50.19,67.39,51.93
Price/Earnings High,32.02,42.34,40.62,49.21,57.71,59.03,59.31,73.91,80.87,80.82
Price/Earnings Low,23.09,28.79,29.59,25.65,38.00,36.29,35.46,24.74,52.07,39.04
Price/Book Value,3.66,4.21,20.26,18.73,16.73,13.58,13.92,19.42,19.08,9.37
Price/Book Value Average,3.28,3.61,19.84,15.10,16.48,15.33,13.26,13.37,17.00,9.68
Price/Book Value High,3.88,4.33,23.07,19.45,18.51,18.72,15.67,19.69,20.40,15.07
Price/Book Value Low,2.80,2.94,16.81,10.14,12.19,11.51,9.37,6.59,13.13,7.28
Price/Tangible Book Value,19.72,-53.73,-20.88,-31.02,-45.78,-60.27,-185.76,126.04,241.45,226.55
Price/Tangible Book Value Average,17.66,-46.05,-20.45,-25.01,-45.08,-68.05,-176.89,86.78,215.09,234.21
Price/Tangible Book Value High,20.91,-55.24,-23.78,-32.21,-50.64,-83.08,-209.17,127.79,258.11,364.47
Price/Tangible Book Value Low,15.08,-37.56,-17.32,-16.79,-33.35,-51.08,-125.05,42.77,166.21,176.07
Price/Sales,4.12,5.04,4.28,5.93,6.97,7.30,9.36,15.67,17.52,10.13
Price/Sales Average,3.69,4.32,4.19,4.78,6.86,8.24,8.91,10.79,15.61,10.47
Price/Sales High,4.37,5.18,4.87,6.15,7.71,10.06,10.54,15.89,18.73,16.30
Price/Sales Low,3.15,3.52,3.55,3.21,5.08,6.18,6.30,5.32,12.06,7.87
Price/Cash Flow,23.06,31.77,31.66,31.45,36.77,40.36,49.06,65.44,74.57,62.83
Price/Cash Flow Average,20.65,27.22,31.01,25.35,36.21,45.57,46.72,45.06,66.43,64.95
Price/Cash Flow High,24.44,32.66,36.06,32.66,40.68,55.63,55.25,66.35,79.72,101.08
Price/Cash Flow Low,17.63,22.20,26.27,17.03,26.79,34.20,33.03,22.21,51.33,48.83
Price/Free Cash Flow,17.74,25.62,23.15,26.69,31.13,31.44,37.27,57.03,65.42,49.18
Price/Free Cash Flow Average,15.89,21.95,22.67,21.51,30.65,35.50,35.50,39.26,58.28,50.84
Price/Free Cash Flow High,18.81,26.34,26.36,27.71,34.44,43.34,41.97,57.82,69.94,79.11
Price/Free Cash Flow Low,13.56,17.91,19.20,14.45,22.68,26.65,25.09,19.35,45.04,38.22
EV/Sales,4.10,5.16,4.67,6.27,7.32,7.63,9.66,15.88,17.63,10.41
EV/Sales Average,3.69,4.48,4.72,5.28,7.36,8.56,9.22,11.00,15.74,10.75
EV/Sales High,4.34,5.29,5.38,6.62,8.20,10.36,10.83,16.10,18.83,16.52
EV/Sales Low,3.16,3.72,4.10,3.74,5.58,6.52,6.63,5.52,12.21,8.17
EV/EBITDA,17.58,24.03,19.85,25.97,29.04,29.38,36.29,54.38,54.70,34.68
EV/EBITDA Average,15.79,20.85,20.05,21.86,29.20,32.98,34.63,37.65,48.81,35.81
EV/EBITDA High,18.61,24.65,22.87,27.45,32.54,39.92,40.69,55.12,58.42,55.05
EV/EBITDA Low,13.55,17.34,17.41,15.48,22.16,25.13,24.89,18.89,37.89,27.23
EV/EBIT,21.17,29.46,24.29,31.78,34.89,34.36,42.07,61.90,60.84,39.00
EV/EBIT Average,19.02,25.57,24.54,26.74,35.08,38.56,40.14,42.85,54.29,40.27
EV/EBIT High,22.41,30.23,27.99,33.58,39.09,46.68,47.16,62.74,64.98,61.91
EV/EBIT Low,16.32,21.26,21.30,18.94,26.62,29.39,28.85,21.51,42.14,30.62
Last Price,53.35,74.85,73.97,117.27,156.38,185.88,261.60,496.96,661.32,407.96
High Price,56.56,76.95,84.25,121.77,173.01,256.22,294.57,503.83,706.95,656.31
Low Price,40.79,52.32,61.37,63.48,113.92,157.53,176.11,168.65,455.23,317.06
Enterprise Value,5648,7668,7485,11129,14411,16881,23257,42990,56702,35053
Enterprise Value Average,5075,6654,7561,9366,14488,18947,22190,29761,50597,36197
Enterprise Value High,5979,7867,8624,11762,16144,22937,26075,43577,60560,55640
Enterprise Value Low,4353,5534,6564,6634,10997,14440,15950,14936,39274,27518
