,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,22225,23717,25618,25877,23494,19686,23491,21160,21824,24350
- Cash & Cash Equivalents,273,443,251,280,281,321,397,435,286,299
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,62,62,10,15,16,558,567,524,495,434
+ Total Debt,7358,7370,7759,7767,8615,8893,8469,8112,7729,7171
Enterprise Value,29372,30706,33136,33379,31844,28816,32130,29361,29762,31656
Total Capital,14274,14226,14471,14458,15839,17208,17000,17067,17357,16907
Total Debt/Capital (%),51.55,51.81,53.62,53.72,54.39,51.68,49.82,47.53,44.53,42.41
Total Debt / EV,0.25,0.24,0.23,0.23,0.27,0.31,0.26,0.28,0.26,0.23
EV/Sales,1.99,2.11,2.45,2.56,2.46,2.13,2.37,2.13,2.10,2.07
EV/EBITDA,8.72,20.11,20.39,17.46,13.12,12.97,17.05,13.11,13.41,14.98
EV/EBIT,10.35,29.99,30.37,23.93,16.36,16.89,22.93,16.67,16.99,19.36
EV/Cash Flow to Firm,14.91,15.71,17.71,17.28,17.24,16.15,23.11,13.28,15.91,17.35
EV/Free Cash Flow to Firm,11.26,12.10,13.67,13.69,13.56,12.20,16.26,10.81,12.28,13.69
Diluted Market Cap,22360,23983,26056,26093,23494,19923,23582,21205,21969,24513
Diluted Enterprise Value,29507,30972,33574,33595,31844,29053,32221,29406,29907,31819
EV per Share,80.96,86.25,94.67,95.08,92.14,83.80,94.07,85.38,87.18,92.62
TTM Sales,14792,14580,13525,13014,12923,13547,13578,13770,14181,15315
TTM EBITDA,3369,1527,1625,1912,2427,2222,1885,2240,2219,2113
TTM Operating Income,2837,1024,1091,1395,1946,1706,1401,1761,1752,1635
TTM Cash Flow to Firm,1971,1955,1871,1932,1847,1784,1390,2210,1870,1825
TTM Free Cash Flow to Firm,2608,2537,2424,2439,2348,2362,1976,2715,2423,2313
