,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,7358,7370,7759,7767,8615,8893,8469,8112,7729,7171
ST Debt,1028,1435,2470,1069,779,686,841,846,965,1368
LT Debt,6330,5935,5289,6698,7836,8207,7628,7266,6764,5803
Total Debt/EBITDA,2.18,4.83,4.77,4.06,3.55,4.00,4.49,3.62,3.48,3.39
Net Debt/EBITDA,2.10,4.54,4.62,3.92,3.43,3.86,3.99,3.14,3.08,2.96
Total Debt/EBIT,2.59,7.20,7.11,5.57,4.43,5.21,6.04,4.61,4.41,4.39
Net Debt/EBIT,2.50,6.76,6.88,5.37,4.28,5.02,5.37,4.00,3.90,3.83
EBITDA to Interest Expense,14.34,7.31,7.16,4.71,9.48,7.74,6.64,7.97,9.95,9.69
EBITDA-CapEx/Interest Expense,11.63,4.52,4.72,3.46,7.52,5.73,4.57,6.17,7.47,7.45
EBIT to Interest Expense,12.07,4.90,4.81,3.44,7.60,5.94,4.93,6.27,7.86,7.50
Interest Expense,235,209,227,406,256,287,284,281,223,218
Common Equity/Total Assets,44.29,44.92,43.90,44.18,44.09,43.63,45.34,46.85,50.24,50.29
Long-Term Debt/Equity (%),175.49,208.17,247.38,347.77,351.71,259.80,230.18,199.83,160.47,132.64
Long-Term Debt/Capital (%),44.35,41.72,36.55,46.33,49.47,47.69,44.87,42.57,38.97,34.32
Long-Term Debt/Total Assets (%),40.91,39.24,34.65,44.33,47.93,46.16,43.43,40.38,37.21,31.37
Total Debt/Equity (%),203.99,258.51,362.91,403.27,386.67,281.51,255.55,223.10,183.37,163.91
Total Debt/Capital (%),51.55,51.81,53.62,53.72,54.39,51.68,49.82,47.53,44.53,42.41
Total Debt/Total Assets (%),47.55,48.72,50.83,51.40,52.69,50.02,48.22,45.08,42.52,38.77
Net Debt to Equity,196.42,242.97,351.17,388.73,374.06,271.35,227.07,193.62,161.92,143.20
Net Debt/Capital (%),50.60,50.26,52.80,52.81,53.57,50.76,45.32,42.33,39.98,37.72
EBITDA,3369,1527,1625,1912,2427,2222,1885,2240,2219,2113
EBITDA-CapEx,2732,945,1072,1405,1926,1644,1299,1735,1666,1625
Operating Income (Loss),2837,1024,1091,1395,1946,1706,1401,1761,1752,1635
