,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,7481,5267,3553,5402,9035,8407,9833,12206,13145,15798
"+ Cash, Cash Equivalents & STI",6753,4291,2649,4300,7401,6284,7310,11063,11152,12396
+ Cash & Cash Equivalents,1290,3149,1477,2081,2542,2624,6312,10562,11127,12221
+ ST Investments,5463,1142,1171,2219,4860,3660,998,501,25,175
+ Accounts & Notes Receiv,536,644,645,860,1218,1523,1680,529,1358,2229
"+ Accounts Receivable, Net",536,644,645,860,1218,1523,1680,529,1358,2229
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,0,0,0,0,0,0,0,0,0,0
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,0,0,0,0,0,0,0,0,0,0
+ Other ST Assets,192,333,260,241,416,600,843,614,635,1173
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,2964,9673,13867,14437,16416,14280,11569,9668,10496,9563
"+ Property, Plant & Equip, Net",135,199,275,347,480,656,431,132,13,-10
"+ Property, Plant & Equip",313,443,535,706,1023,1349,1358,1285,1318,1314
- Accumulated Depreciation,178,244,260,359,543,693,927,1153,1305,1324
+ LT Investments & Receivables,0,3756,7931,9591,10422,8408,4477,3759,3175,2789
+ LT Investments,0,3756,7931,9591,10422,8408,4477,3759,3175,2789
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,2828,5719,5661,4499,5515,5216,6661,5777,7308,6784
+ Total Intangible Assets,2788,5661,5543,4391,4914,5035,4867,3707,4944,4636
+ Goodwill,1768,3326,3375,2397,2738,2910,2913,1895,2887,2807
+ Other Intangible Assets,1020,2335,2168,1994,2177,2125,1954,1812,2057,1829
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,41,57,119,109,600,181,1794,2070,2364,2148
Total Assets,10444,14941,17421,19839,25451,22687,21402,21874,23641,25361
+ Payables & Accruals,793,882,1004,1277,1807,2533,2817,2117,3351,5751
