,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,12.25,19.54,10.69,16.59,7.18,14.69,13.15,13.52,9.82,7.79
Price/Earnings Average,12.13,20.07,10.78,15.98,6.54,13.84,12.47,13.43,10.40,9.17
Price/Earnings High,13.54,22.16,11.62,17.70,7.44,16.37,13.36,14.41,11.25,10.97
Price/Earnings Low,10.35,18.62,8.70,13.61,5.81,12.25,11.23,11.36,9.34,6.83
Price/Book Value,67.66,68.50,16.32,14.05,5.99,5.19,4.73,3.95,3.03,2.00
Price/Book Value Average,66.99,70.36,16.47,13.53,5.46,4.89,4.48,3.92,3.21,2.35
Price/Book Value High,74.76,77.66,17.75,14.99,6.20,5.79,4.80,4.21,3.47,2.82
Price/Book Value Low,57.13,65.26,13.28,11.53,4.84,4.33,4.04,3.32,2.88,1.75
Price/Tangible Book Value,-13.07,-2.14,-1.86,-2.20,-2.60,-3.09,-3.83,-3.94,-2.09,-1.70
Price/Tangible Book Value Average,-12.94,-2.19,-1.88,-2.12,-2.37,-2.91,-3.63,-3.92,-2.22,-2.00
Price/Tangible Book Value High,-14.44,-2.42,-2.02,-2.35,-2.69,-3.45,-3.89,-4.20,-2.40,-2.39
Price/Tangible Book Value Low,-11.03,-2.04,-1.51,-1.81,-2.10,-2.58,-3.27,-3.31,-1.99,-1.49
Price/Sales,1.17,1.48,1.45,1.73,1.72,1.74,1.92,1.88,1.62,1.21
Price/Sales Average,1.16,1.52,1.46,1.66,1.56,1.64,1.82,1.86,1.72,1.42
Price/Sales High,1.29,1.68,1.58,1.84,1.78,1.94,1.95,2.00,1.86,1.70
Price/Sales Low,0.99,1.41,1.18,1.42,1.39,1.45,1.64,1.58,1.54,1.06
Price/Cash Flow,3.63,6.14,4.91,9.59,8.54,6.64,7.09,5.76,5.48,4.46
Price/Cash Flow Average,3.59,6.31,4.95,9.23,7.78,6.26,6.72,5.72,5.80,5.25
Price/Cash Flow High,4.01,6.96,5.34,10.23,8.85,7.40,7.20,6.14,6.28,6.28
Price/Cash Flow Low,3.06,5.85,3.99,7.87,6.91,5.54,6.05,4.84,5.21,3.91
Price/Free Cash Flow,2.50,3.88,2.50,5.34,4.95,4.24,4.57,3.65,1.40,2.45
Price/Free Cash Flow Average,2.47,3.99,2.52,5.14,4.51,3.99,4.33,3.63,1.48,2.89
Price/Free Cash Flow High,2.76,4.40,2.72,5.70,5.13,4.72,4.64,3.89,1.60,3.46
Price/Free Cash Flow Low,2.11,3.70,2.03,4.38,4.00,3.54,3.90,3.07,1.33,2.15
EV/Sales,1.96,2.36,2.26,2.57,2.64,2.60,2.92,2.89,2.96,2.49
EV/Sales Average,1.96,2.41,2.27,2.51,2.49,2.50,2.82,2.87,3.06,2.70
EV/Sales High,2.09,2.57,2.39,2.69,2.70,2.80,2.95,3.01,3.20,2.98
EV/Sales Low,1.79,2.29,1.99,2.26,2.31,2.31,2.64,2.59,2.88,2.34
EV/EBITDA,4.87,8.31,6.06,7.54,7.49,7.69,8.15,8.14,8.13,7.16
EV/EBITDA Average,4.86,8.47,6.10,7.36,7.06,7.39,7.87,8.10,8.40,7.78
EV/EBITDA High,5.19,9.05,6.40,7.88,7.67,8.27,8.24,8.48,8.79,8.58
EV/EBITDA Low,4.43,8.06,5.34,6.64,6.56,6.83,7.37,7.29,7.91,6.73
EV/EBIT,7.40,15.31,8.99,11.99,12.13,12.66,12.60,12.86,12.20,11.18
EV/EBIT Average,7.38,15.62,9.05,11.69,11.43,12.17,12.17,12.81,12.59,12.14
EV/EBIT High,7.89,16.68,9.51,12.52,12.41,13.63,12.74,13.41,13.18,13.40
EV/EBIT Low,6.74,14.87,7.93,10.54,10.62,11.25,11.39,11.53,11.87,10.51
Last Price,49.15,47.33,46.77,53.38,52.93,55.27,61.21,58.14,52.25,39.40
High Price,54.31,53.66,50.86,56.95,54.83,61.58,62.22,61.95,59.85,55.51
Low Price,41.50,45.09,38.06,43.79,42.80,46.09,52.28,48.84,49.69,34.55
Enterprise Value,236709,300150,297290,324319,332534,340260,385143,370397,395754,340520
Enterprise Value Average,235907,306047,299286,316267,313388,327027,372054,368770,408639,369886
Enterprise Value High,252078,327006,314300,338873,340285,366334,389320,386163,427657,408179
Enterprise Value Low,215416,291398,262163,285224,291209,302328,348210,331912,385008,320150
