,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,15053,14325,13415,13105,13735,14066,14931,13794,14117,14044
+ Sales & Services Revenue,15053,14325,13415,13105,13735,14066,14931,13794,14117,14044
- Cost of Revenue,0,0,0,0,0,0,0,0,0,0
+ Cost of Goods & Services,0,0,0,0,0,0,0,0,0,0
Gross Profit,0,0,0,0,0,0,0,0,0,0
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,0,0,0,0,0,0,0,0,0,0
"+ Selling, General & Admin",0,0,0,0,0,0,0,0,0,0
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
- Non-Operating (Income) Loss,-1429,-1810,-244,-936,-1582,-834,-1119,1464,-2182,-1381
"+ Interest Expense, Net",442,498,520,536,646,574,591,515,424,378
+ Interest Expense,442,498,520,536,646,574,591,515,424,378
- Interest Income,0,0,0,0,0,0,0,0,0,0
+ Other Non-Op (Income) Loss,-1871,-2308,-764,-1472,-2228,-1408,-1710,949,-2606,-1759
Pretax Income,1429,1810,244,936,1582,834,1119,-1464,2182,1381
- Income Tax Expense (Benefit),360,457,-43,220,170,128,248,-173,479,278
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,1069,1353,287,716,1412,706,871,-1291,1703,1103
- Net Extraordinary Losses (Gains),948,1133,54,124,496,140,-122,-720,250,182
+ Discontinued Operations,-552,-391,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,1500,1524,54,124,496,140,-122,-720,250,182
Income (Loss) Incl. MI,121,220,233,592,916,566,993,-571,1453,921
- Minority Interest,-474,-371,-27,-62,-248,-70,61,360,-125,-91
"Net Income, GAAP",595,591,260,654,1164,636,932,-931,1578,1012
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",595,591,260,654,1164,636,932,-931,1578,1012
Basic Weighted Avg Shares,389,373,340,338,337,319,303,280,260,243
"Basic EPS, GAAP",1.53,1.58,0.76,1.94,3.46,1.99,3.08,-3.32,6.08,4.17
Basic EPS from Cont Ops,2.75,3.63,0.84,2.12,4.19,2.21,2.88,-4.61,6.56,4.54
Diluted Weighted Avg Shares,390,383,363,338,338,320,303,280,260,243
"Diluted EPS, GAAP",1.53,1.54,0.72,1.93,3.45,1.99,3.07,-3.32,6.06,4.16
Diluted EPS from Cont Ops,2.74,3.54,0.79,2.12,4.18,2.21,2.87,-4.61,6.54,4.53
EBITDA,871,899,955,841,874,912,943,734,515,509
EBITDA Margin (%),5.79,6.28,7.12,6.42,6.36,6.48,6.32,5.32,3.65,3.62
EBITA,0,0,0,0,0,0,0,0,0,0
EBIT,0,0,0,0,0,0,0,0,0,0
Gross Margin (%),100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
Operating Margin (%),0,0,0,0,0,0,0,0,0,0
Profit Margin (%),3.95,4.13,1.94,4.99,8.47,4.52,6.24,-6.75,11.18,7.21
Sales per Employee,828226,818104,803293,829430,758840,785810,802526,1130656,1365280,1165477
Dividend per Share,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Depreciation Expense,871,899,955,841,874,912,943,734,515,509
