,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,1344,1343,1637,2242,3572,3544,3412,8789,8099,7645
ST Debt,18,18,30,332,189,183,516,1597,411,633
LT Debt,1326,1325,1608,1910,3383,3361,2896,7192,7688,7012
Total Debt/EBITDA,0.71,0.61,0.81,1.04,1.50,1.26,1.07,3.24,2.21,1.79
Net Debt/EBITDA,-0.08,-0.13,0.31,0.62,1.02,0.48,0.13,0.41,0.17,0.34
Total Debt/EBIT,0.86,0.74,1.02,1.29,1.86,1.55,1.30,4.18,2.69,2.16
Net Debt/EBIT,-0.10,-0.16,0.38,0.76,1.27,0.60,0.16,0.53,0.20,0.41
EBITDA to Interest Expense,34.59,43.49,33.59,30.52,23.13,21.98,23.88,16.87,21.16,25.57
EBITDA-CapEx/Interest Expense,26.18,33.45,25.71,23.10,18.23,17.07,18.29,13.00,17.48,19.35
EBIT to Interest Expense,28.45,35.92,26.77,24.66,18.62,17.84,19.69,13.07,17.40,21.22
Interest Expense,55,51,60,71,103,128,133,161,173,167
Common Equity/Total Assets,75.15,79.70,85.08,83.47,73.12,71.98,75.93,57.03,55.76,66.56
Long-Term Debt/Equity (%),40.16,34.24,43.99,53.24,76.85,71.36,65.65,181.52,110.65,109.02
Long-Term Debt/Capital (%),19.71,17.36,18.57,19.18,28.08,26.65,21.57,37.94,36.25,31.30
Long-Term Debt/Total Assets (%),18.56,16.83,19.51,20.71,29.24,26.74,22.01,40.45,34.99,33.53
Total Debt/Equity (%),40.71,34.71,44.80,62.48,81.14,75.24,77.35,221.83,116.57,118.86
Total Debt/Capital (%),19.98,17.61,18.91,22.51,29.65,28.10,25.41,46.37,38.19,34.12
Total Debt/Total Assets (%),18.81,17.07,19.87,24.30,30.88,28.20,25.93,49.43,36.86,36.56
Net Debt to Equity,-4.59,-7.39,16.85,37.00,55.34,28.94,9.64,28.12,8.79,22.62
Net Debt/Capital (%),-2.89,-4.77,8.06,14.68,22.32,13.07,4.07,7.99,3.76,7.89
EBITDA,1896,2209,2016,2158,2382,2814,3176,2716,3661,4271
EBITDA-CapEx,1435,1699,1543,1633,1878,2185,2432,2093,3024,3231
Operating Income (Loss),1559,1825,1606,1743,1918,2283,2619,2105,3010,3544
