,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,4685,2391,2408,2738,-204,3232,8318,6194,5582,6245
+ Depreciation & Amortization,1446,1379,1428,1497,1567,1609,1233,1324,1548,1523
+ Non-Cash Items,-2,637,-145,1101,1048,3062,-3027,-271,1154,-668
+ Stock-Based Compensation,145,156,218,255,281,280,312,308,343,371
+ Deferred Income Taxes,286,-36,-748,440,-788,327,62,-134,-802,-2185
+ Asset Impairment Charge,0,0,0,0,0,0,0,0,0,0
+ Other Non-Cash Adj,-433,517,385,406,1554,2456,-3402,-444,1614,1146
+ Chg in Non-Cash Work Cap,-393,-39,-918,-484,3205,-2379,-1687,-747,-1023,-14
+ (Inc) Dec in Accts Receiv,-153,117,-304,-709,-357,-997,-127,-1350,-1278,-300
+ (Inc) Dec in Inventories,-286,-307,-736,-328,-254,8,-259,-533,-236,-600
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,-70,-261,462,819,4406,-410,-699,1593,-1024,1678
+ Inc (Dec) in Other,117,412,-339,-265,-590,-980,-602,-457,1515,-793
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,5735,4367,2773,4851,5616,5525,4837,6500,7261,7084
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,179,15,93,73,41,4,0,0,0,0
+ Disp of Fixed Prod Assets,179,15,93,73,41,4,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-1093,-1566,-1626,-1092,-2164,-3018,-1353,-2029,-1873,-2484
+ Acq of Fixed Prod Assets,-1012,-1163,-1066,-1037,-1077,-1211,-1034,-1388,-1310,-1854
+ Acq of Intangible Assets,-81,-403,-560,-55,-1087,-1808,-320,-641,-563,-630
+ Net Change in LT Investment,-1018,3623,1162,-1945,-563,5112,456,517,-166,-244
+ Dec in LT Investment,14555,15064,5230,3728,7439,6062,746,887,847,464
+ Inc in LT Investment,-15573,-11440,-4069,-5673,-8001,-950,-290,-370,-1013,-708
+ Net Cash From Acq & Div,-44,-551,-5283,-45,-882,0,-6937,-849,-747,-327
+ Cash from Divestitures,0,0,0,0,0,0,355,0,0,0
+ Cash for Acq of Subs,-44,-551,-5283,-45,-882,0,-7292,-849,-747,-327
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-97,-5430,5682,-130,-216,-191,-249,103,24,-206
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-2073,-3909,27,-3139,-3784,1906,-8083,-2259,-2762,-3262
+ Dividends Paid,-2121,-2101,-2127,-2158,-2192,-2312,-2410,-2687,-3087,-3536
+ Net Cash From Debt,-10,-42,2499,1206,1601,1469,3690,1786,505,-1560
+ Cash From Debt,0,993,4455,1207,2232,2478,6556,2062,2411,0
+ Repayments of Debt,-10,-1035,-1956,0,-631,-1009,-2866,-276,-1905,-1560
+ Cash (Repurchase) of Equity,-1698,-800,-749,-600,-300,-2491,-4400,-500,-1250,-1500
+ Increase in Capital Stock,0,0,0,0,0,1660,0,0,0,0
+ Decrease in Capital Stock,-1698,-800,-749,-600,-300,-4151,-4400,-500,-1250,-1500
+ Other Financing Activities,0,2868,-2541,992,1033,-2571,795,-1736,-300,1189
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-3829,-75,-2919,-560,143,-5905,-2324,-3137,-4131,-5407
Effect of Foreign Exchange Rates,-21,-341,-86,-236,-20,-64,-90,216,-206,-168
Net Changes in Cash,-167,383,-120,1152,1975,1526,-5571,1104,367,-1584
EBITDA,6994,4708,5020,5368,6499,7394,7022,8174,9096,9803
EBITDA Margin (%),30.26,24.00,25.15,25.29,28.41,34.40,31.46,33.31,32.12,34.35
Net Cash Paid for Acquisitions,44,551,5283,45,882,0,6937,849,747,327
Free Cash Flow,4642,2801,1147,3759,3452,2506,3483,4471,5388,4600
Free Cash Flow to Firm,4769,2920,1286,3909,3431,2739,3836,4779,5696,4905
Free Cash Flow to Equity,4892,3178,4298,5094,6181,5786,7493,6898,6456,3670
Free Cash Flow per Basic Share,4.29,2.62,1.08,3.55,3.28,2.44,3.74,4.93,5.94,5.10
Price/Free Cash Flow,8.13,12.61,20.88,13.14,11.42,13.82,19.85,17.87,27.67,34.59
Cash Flow to Net Income,1.22,1.83,1.15,1.77,-27.51,1.71,0.58,1.05,1.30,1.13
