,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,10646,10570,11582,9916,9366,10137,10978,16595,26779,24803
- Cash & Cash Equivalents,143,51,64,54,109,86,84,1342,878,203
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,1,5,168,301,462,440,2709,3542,3919,4270
Enterprise Value,10504,10524,11686,10163,9719,10491,13602,18795,29820,28871
Total Capital,1634,1925,2395,2843,3293,3656,6323,7730,8866,9896
Total Debt/Capital (%),0.08,0.27,7.01,10.59,14.04,12.04,42.84,45.82,44.21,43.15
Total Debt / EV,0.00,0.00,0.01,0.03,0.05,0.04,0.20,0.19,0.13,0.15
EV/Sales,2.03,1.84,1.88,1.50,1.34,1.33,1.63,1.77,2.34,2.03
EV/EBITDA,17.09,14.95,15.10,12.14,11.40,11.93,14.48,14.65,18.91,16.24
EV/EBIT,20.41,17.85,17.96,14.64,14.16,14.95,18.30,17.63,22.82,20.12
EV/Cash Flow to Firm,31.45,25.64,27.11,15.81,15.18,14.80,16.45,13.27,25.72,20.91
EV/Free Cash Flow to Firm,19.02,18.43,17.51,11.70,10.91,10.63,13.02,10.99,16.68,13.40
Diluted Market Cap,10804,10806,11808,10144,9583,10274,11217,16765,27418,25230
Diluted Enterprise Value,10662,10760,11912,10392,9936,10628,13842,18965,30459,29298
EV per Share,75.22,77.16,87.07,77.70,77.57,86.12,115.11,161.68,263.60,261.86
TTM Sales,5165,5712,6227,6780,7256,7911,8352,10620,12731,14205
TTM EBITDA,615,704,774,837,852,879,939,1283,1577,1778
TTM Operating Income,515,589,651,694,686,702,743,1066,1307,1435
TTM Cash Flow to Firm,334,410,431,643,640,709,827,1417,1159,1381
TTM Free Cash Flow to Firm,552,571,668,869,891,987,1045,1711,1788,2154
