,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,1.39,1.33,1.26,1.54,1.98,1.71,2.54,2.75,3.79,3.04
Current Ratio,2.92,2.92,2.77,3.29,3.87,3.27,4.13,4.28,5.33,4.70
Quick Ratio,1.83,1.80,1.72,2.10,2.55,2.20,3.04,3.34,4.45,3.67
CFO/Avg Current Liab,1.09,1.44,1.64,1.91,2.37,3.04,2.89,2.72,3.53,3.14
Common Equity/Total Assets,157.96,177.15,202.82,212.09,206.34,231.35,231.10,226.30,193.14,191.47
Long-Term Debt/Equity (%),38.48,35.04,31.37,28.44,34.60,48.02,59.54,68.01,54.31,56.49
Long-Term Debt/Capital (%),11.86,10.10,8.42,7.74,8.84,9.66,11.18,12.35,13.07,13.54
Long-Term Debt/Total Assets (%),21.96,20.55,19.22,18.12,20.28,25.20,29.43,32.29,29.34,30.27
Total Debt/Equity (%),47.73,44.68,41.42,34.46,39.44,56.35,65.15,74.00,58.06,59.92
Total Debt/Capital (%),14.71,12.88,11.12,9.38,10.07,11.33,12.23,13.44,13.97,14.36
Total Debt/Total Assets (%),27.24,26.19,25.39,21.96,23.11,29.57,32.21,35.13,31.37,32.11
CFO/Total Liabilities,41.62,53.08,67.92,77.44,73.42,88.28,72.98,60.40,77.19,69.04
CFO/CapEx,8.21,10.11,7.75,8.69,7.72,6.36,7.85,9.46,3.56,3.12
Altman's Z-Score,9.05,11.18,12.95,15.02,15.99,14.73,15.23,15.83,15.50,13.20
