,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Market Capitalization,12388,19977,22541,13574,11542,6116,5242,9160,13876,10090
- Cash & Cash Equivalents,1519,1681,2548,1934,1515,1413,1499,3903,1979,1232
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,1,1,1,2,2,4,4,1,1,1
+ Total Debt,4976,4765,5721,5736,5794,5811,9078,9455,6013,6053
Enterprise Value,15846,23062,25715,17378,15823,10518,12825,14713,17911,14912
Total Capital,5013,5154,6193,6100,4503,4474,7042,8178,4345,3775
Total Debt/Capital (%),99.26,92.45,92.38,94.03,128.67,129.88,128.91,115.62,138.39,160.34
Total Debt / EV,0.31,0.21,0.22,0.33,0.37,0.55,0.71,0.64,0.34,0.41
EV/Sales,1.47,2.01,2.12,1.38,1.25,0.81,0.99,1.24,2.27,1.97
EV/EBITDA,7.37,9.64,9.71,6.89,6.88,6.71,8.19,7.00,7.55,9.34
EV/EBIT,9.09,11.81,11.73,8.68,9.15,10.75,13.11,9.31,8.91,10.84
EV/Cash Flow to Firm,10.97,11.58,12.33,8.05,9.25,4.91,6.41,6.19,10.03,10.59
EV/Free Cash Flow to Firm,7.42,8.52,9.14,5.52,6.55,3.80,5.22,5.65,8.72,8.59
Diluted Market Cap,12604,20385,23069,13814,11848,6142,5261,9259,14919,10266
Diluted Enterprise Value,16062,23470,26243,17618,16129,10544,12844,14812,18954,15088
EV per Share,54.45,78.98,88.67,60.76,56.51,38.25,46.30,52.93,70.54,65.12
TTM Sales,10773,11454,12154,12574,12632,12914,12914,11847,7882,7560
TTM EBITDA,2150,2391,2649,2521,2299,1568,1566,2101,2372,1597
TTM Operating Income,1743,1953,2192,2003,1728,978,978,1580,2009,1376
TTM Cash Flow to Firm,1444,1992,2085,2159,1710,2140,2000,2378,1785,1408
TTM Free Cash Flow to Firm,2135,2707,2812,3149,2417,2769,2458,2606,2055,1736
