,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,132,132,123,121,120,142,133,130,129,127
Diluted Weighted Avg Shares,131,132,126,121,120,139,139,133,130,129
Basic Weighted Avg Shares,129,130,125,120,119,138,138,132,130,129
Revenue per Share,91.41,97.29,96.91,91.27,83.96,108.95,92.37,103.14,108.24,115.98
EBITDA per Share,5.94,5.16,4.76,3.90,4.31,6.16,4.16,5.46,7.21,9.47
Operating Income per Share,5.17,4.05,3.56,2.82,3.29,4.71,2.94,4.07,5.29,7.13
"Basic EPS, GAAP",3.27,2.51,2.42,1.75,2.46,1.30,6.15,3.74,3.66,5.01
Basic EPS from Cont Ops,3.40,2.70,2.63,1.79,2.41,1.37,2.28,2.93,3.23,5.56
"Diluted EPS, GAAP",3.23,2.48,2.40,1.73,2.44,1.29,6.09,3.71,3.66,4.98
Diluted EPS from Cont Ops,3.36,2.66,2.61,1.77,2.39,1.36,2.26,2.91,3.23,5.53
Dividend per Share,0,0,0,0.05,0.45,0.63,0.77,1.09,1.20,0.90
Cash Flow per Share,3.47,5.53,3.88,5.66,4.82,3.50,-2.66,6.13,5.58,3.69
Free Cash Flow per Basic Share,2.48,4.52,3.17,5.01,3.83,2.81,-3.64,5.23,4.87,2.70
Cash & Equivalents per Share,9.54,5.56,3.74,5.42,6.43,5.58,8.14,9.33,7.87,8.95
Book Value per Share,26.08,27.77,29.39,30.65,31.91,27.90,30.64,31.99,32.15,34.17
Tangible Book Value per Share,15.25,7.89,7.75,7.55,9.51,-5.66,-2.48,-3.40,-16.53,-14.46
