,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,17.66,19.61,15.39,29.66,23.68,58.97,14.75,24.87,37.23,21.74
Price/Earnings Average,15.46,23.10,17.87,25.85,22.41,49.93,12.27,23.55,33.30,26.49
Price/Earnings High,19.05,26.60,20.59,31.90,25.77,60.05,15.30,27.81,39.84,30.03
Price/Earnings Low,11.70,19.54,14.97,19.84,19.98,42.56,8.97,15.86,24.62,21.53
Price/Book Value,2.22,1.78,1.27,1.70,1.83,2.74,2.96,2.91,4.24,3.18
Price/Book Value Average,1.94,2.09,1.47,1.48,1.73,2.32,2.46,2.75,3.79,3.88
Price/Book Value High,2.39,2.41,1.70,1.82,1.99,2.79,3.07,3.25,4.54,4.40
Price/Book Value Low,1.47,1.77,1.23,1.13,1.54,1.98,1.80,1.85,2.81,3.15
Price/Tangible Book Value,3.79,6.25,4.82,6.88,6.13,-13.52,-36.63,-27.31,-8.25,-7.53
Price/Tangible Book Value Average,3.32,7.37,5.59,6.00,5.80,-11.45,-30.49,-25.86,-7.38,-9.17
Price/Tangible Book Value High,4.09,8.48,6.44,7.40,6.67,-13.77,-38.01,-30.55,-8.83,-10.40
Price/Tangible Book Value Low,2.51,6.23,4.68,4.60,5.17,-9.76,-22.29,-17.41,-5.46,-7.45
Price/Sales,0.63,0.51,0.38,0.57,0.69,0.70,0.98,0.90,1.26,0.94
Price/Sales Average,0.55,0.60,0.45,0.50,0.66,0.59,0.82,0.85,1.13,1.14
Price/Sales High,0.68,0.69,0.51,0.61,0.76,0.72,1.02,1.01,1.35,1.30
Price/Sales Low,0.42,0.50,0.37,0.38,0.59,0.51,0.60,0.57,0.83,0.93
Price/Cash Flow,16.66,8.92,9.63,9.18,12.10,21.87,-34.13,15.16,24.45,29.49
Price/Cash Flow Average,14.58,10.50,11.17,8.00,11.45,18.52,-28.40,14.36,21.87,35.94
Price/Cash Flow High,17.97,12.09,12.87,9.87,13.17,22.27,-35.41,16.96,26.17,40.74
Price/Cash Flow Low,11.03,8.88,9.36,6.14,10.21,15.78,-20.76,9.67,16.17,29.21
Price/Free Cash Flow,13.14,7.65,8.21,8.33,10.10,18.42,-54.78,13.34,21.70,23.38
Price/Free Cash Flow Average,11.51,9.01,9.53,7.26,9.56,15.60,-45.59,12.63,19.41,28.50
Price/Free Cash Flow High,14.18,10.37,10.98,8.96,11.00,18.76,-56.84,14.92,23.22,32.31
Price/Free Cash Flow Low,8.71,7.62,7.98,5.57,8.52,13.29,-33.32,8.51,14.35,23.16
EV/Sales,0.58,0.52,0.40,0.55,0.65,0.82,0.98,0.99,1.50,1.18
EV/Sales Average,0.50,0.61,0.46,0.48,0.61,0.71,0.85,0.97,1.36,1.38
EV/Sales High,0.63,0.70,0.52,0.60,0.71,0.84,1.05,1.12,1.58,1.53
EV/Sales Low,0.36,0.52,0.39,0.36,0.54,0.62,0.64,0.70,1.07,1.17
EV/EBITDA,8.89,9.80,8.06,12.98,12.70,14.56,21.64,18.77,22.46,14.41
EV/EBITDA Average,7.65,11.52,9.31,11.26,11.97,12.59,18.90,18.36,20.48,16.90
EV/EBITDA High,9.67,13.24,10.67,13.99,13.90,14.80,23.21,21.25,23.77,18.75
EV/EBITDA Low,5.54,9.77,7.85,8.54,10.57,10.99,14.20,13.16,16.11,14.30
EV/EBIT,10.20,12.50,10.77,17.96,16.67,19.03,30.69,25.13,30.64,19.13
EV/EBIT Average,8.79,14.69,12.42,15.58,15.71,16.45,26.81,24.59,27.95,22.44
EV/EBIT High,11.09,16.88,14.25,19.36,18.25,19.34,32.92,28.45,32.43,24.90
EV/EBIT Low,6.36,12.46,10.48,11.82,13.87,14.35,20.14,17.63,21.99,18.99
Last Price,57.79,49.32,37.31,51.96,58.27,76.50,90.69,92.98,136.42,108.80
High Price,62.33,66.88,49.90,55.89,63.42,77.91,94.10,104.00,145.97,150.32
Low Price,38.28,49.13,36.27,34.76,49.16,55.21,55.17,59.29,90.20,107.76
Enterprise Value,6824,6603,4796,6082,6538,12328,12424,13470,21086,17562
Enterprise Value Average,5877,7759,5535,5275,6162,10661,10853,13179,19231,20596
Enterprise Value High,7422,8916,6347,6557,7158,12529,13328,15248,22317,22851
Enterprise Value Low,4256,6578,4668,4001,5441,9300,8155,9447,15129,17430
