,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,8829,8683,12068,15775,17882,16214,16002,22384,19599,19570
ST Debt,2028,2637,6514,3593,5309,6458,4892,6042,5345,4447
LT Debt,6801,6046,5554,12182,12573,9756,11110,16342,14254,15123
Total Debt/EBITDA,1.36,1.29,1.57,2.05,2.16,2.07,2.02,3.34,2.64,2.56
Net Debt/EBITDA,0.37,0.26,0.86,1.03,1.31,0.89,0.87,1.21,1.16,1.30
Total Debt/EBIT,1.60,1.49,1.77,2.36,2.50,2.42,2.34,3.93,3.16,3.04
Net Debt/EBIT,0.44,0.30,0.97,1.19,1.51,1.03,1.01,1.42,1.39,1.55
EBITDA to Interest Expense,19.85,21.24,24.87,22.82,26.16,21.31,22.24,18.66,21.64,18.43
EBITDA-CapEx/Interest Expense,16.95,17.80,21.41,19.58,22.90,19.05,19.89,16.13,19.03,16.58
EBIT to Interest Expense,16.82,18.34,22.03,19.77,22.63,18.27,19.19,15.87,18.08,15.52
Interest Expense,327,318,310,338,316,367,357,359,343,414
Common Equity/Total Assets,46.97,52.96,54.96,54.79,49.19,60.47,65.87,63.27,67.92,73.95
Long-Term Debt/Equity (%),38.32,33.58,29.69,62.31,72.08,53.12,59.37,91.82,74.05,87.29
Long-Term Debt/Capital (%),22.42,18.34,14.07,26.81,26.69,19.07,20.33,25.84,22.49,23.04
Long-Term Debt/Total Assets (%),14.97,13.30,11.26,22.50,21.17,16.89,18.93,25.30,22.11,24.28
Total Debt/Equity (%),49.75,48.23,64.51,80.69,102.51,88.29,85.51,125.77,101.82,112.95
Total Debt/Capital (%),29.10,26.33,30.58,34.71,37.97,31.69,29.28,35.39,30.92,29.82
Total Debt/Total Assets (%),19.43,19.10,24.47,29.13,30.11,28.07,27.27,34.66,30.40,31.43
Net Debt to Equity,13.56,9.58,35.35,40.57,62.04,37.72,37.06,45.56,44.89,57.39
Net Debt/Capital (%),10.06,6.63,19.45,21.09,27.03,16.54,15.21,16.56,16.48,17.76
EBITDA,6490,6755,7711,7713,8266,7821,7939,6698,7423,7631
EBITDA-CapEx,5543,5661,6638,6618,7235,6993,7100,5792,6528,6865
Operating Income (Loss),5501,5831,6828,6683,7151,6705,6851,5696,6200,6427
