,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,799,799,3611,3564,3569,3662,4680,4754,4702,11533
ST Debt,0,0,143,0,399,0,112,100,96,226
LT Debt,799,799,3468,3564,3170,3662,4568,4654,4606,11307
Total Debt/EBITDA,0.52,3.23,1.74,1.46,1.28,1.22,1.38,1.25,1.07,2.86
Net Debt/EBITDA,-0.48,-6.87,1.03,0.48,0.28,0.57,0.31,0.00,-0.54,2.40
Total Debt/EBIT,0.57,7.07,1.88,1.57,1.37,1.31,1.47,1.32,1.12,3.82
Net Debt/EBIT,-0.53,-15.03,1.11,0.52,0.30,0.61,0.33,0.00,-0.57,3.20
EBITDA to Interest Expense,26.14,4.19,20.33,13.53,18.72,22.36,17.08,27.00,36.87,13.26
EBITDA-CapEx/Interest Expense,24.15,2.63,18.97,12.90,17.90,21.51,16.49,26.46,36.58,12.97
EBIT to Interest Expense,23.81,1.92,18.79,12.53,17.52,20.82,16.05,25.54,35.38,9.93
Interest Expense,59,59,102,181,149,134,198,141,119,304
Common Equity/Total Assets,128.63,108.67,98.35,110.99,110.74,122.41,110.14,108.97,101.90,29.46
Long-Term Debt/Equity (%),37.09,59.23,298.19,200.11,149.67,158.94,162.91,138.84,83.20,28.45
Long-Term Debt/Capital (%),8.50,8.91,27.57,24.98,20.64,21.72,23.49,21.96,19.65,34.26
Long-Term Debt/Total Assets (%),13.18,11.80,42.38,41.11,33.63,38.72,40.25,37.12,30.65,18.30
Total Debt/Equity (%),37.09,59.23,310.49,200.11,168.51,158.94,166.90,141.83,84.93,29.02
Total Debt/Capital (%),8.50,8.91,28.71,24.98,23.24,21.72,24.07,22.43,20.06,34.95
Total Debt/Total Assets (%),13.18,11.80,44.13,41.11,37.87,38.72,41.24,37.92,31.29,18.67
Net Debt to Equity,-34.49,-125.87,183.15,65.81,37.30,73.96,37.87,-0.36,-43.19,24.33
Net Debt/Capital (%),-9.45,-26.24,19.19,9.87,6.28,11.43,6.41,-0.07,-14.12,30.49
EBITDA,1542,247,2074,2449,2790,2996,3381,3807,4388,4032
EBITDA-CapEx,1425,155,1935,2334,2667,2883,3266,3731,4353,3943
Operating Income (Loss),1405,113,1917,2268,2610,2790,3177,3601,4210,3019
