,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,15.48,0,23.46,13.42,29.02,21.57,31.43,33.35,37.46,32.68
Price/Earnings Average,11.80,-193.12,23.25,13.58,24.79,24.61,26.68,32.62,32.06,35.38
Price/Earnings High,15.48,-221.78,25.64,16.02,29.82,27.85,31.87,39.14,38.56,46.13
Price/Earnings Low,8.39,-169.82,19.89,9.80,18.48,20.08,18.96,19.17,24.17,27.25
Price/Book Value,2.70,3.33,3.30,2.89,4.12,3.62,5.31,5.71,7.41,6.06
Price/Book Value Average,2.06,3.02,3.27,2.92,3.52,4.13,4.51,5.59,6.34,6.56
Price/Book Value High,2.70,3.47,3.61,3.45,4.24,4.67,5.38,6.70,7.62,8.55
Price/Book Value Low,1.46,2.66,2.80,2.11,2.63,3.37,3.20,3.28,4.78,5.05
Price/Tangible Book Value,-72.25,-23.54,-8.20,-10.39,-19.05,-15.21,-30.23,-44.95,152.20,-8.41
Price/Tangible Book Value Average,-55.06,-21.35,-8.12,-10.51,-16.27,-17.36,-25.65,-43.98,130.23,-9.10
Price/Tangible Book Value High,-72.26,-24.52,-8.96,-12.40,-19.57,-19.64,-30.65,-52.77,156.64,-11.87
Price/Tangible Book Value Low,-39.18,-18.78,-6.95,-7.59,-12.13,-14.16,-18.23,-25.84,98.18,-7.01
Price/Sales,4.37,4.85,5.10,4.99,7.16,6.75,9.96,10.48,13.65,9.49
Price/Sales Average,3.33,4.40,5.06,5.05,6.12,7.70,8.45,10.25,11.68,10.28
Price/Sales High,4.37,5.05,5.58,5.96,7.36,8.71,10.10,12.30,14.05,13.40
Price/Sales Low,2.37,3.87,4.33,3.65,4.56,6.28,6.01,6.03,8.81,7.92
Price/Cash Flow,26.10,20.25,139.09,19.30,21.54,20.46,24.04,21.87,31.49,40.78
Price/Cash Flow Average,19.89,18.37,137.83,19.54,18.39,23.35,20.40,21.39,26.94,44.15
Price/Cash Flow High,26.10,21.10,152.00,23.05,22.13,26.42,24.38,25.67,32.41,57.56
Price/Cash Flow Low,14.15,16.15,117.89,14.10,13.71,19.05,14.50,12.57,20.31,34.01
Price/Free Cash Flow,23.27,18.82,82.10,18.06,20.50,19.57,23.22,21.51,31.31,39.63
Price/Free Cash Flow Average,17.73,17.07,81.36,18.28,17.51,22.34,19.71,21.04,26.79,42.90
Price/Free Cash Flow High,23.27,19.60,89.72,21.57,21.07,25.27,23.55,25.24,32.23,55.94
Price/Free Cash Flow Low,12.62,15.01,69.59,13.19,13.06,18.22,14.01,12.36,20.20,33.05
EV/Sales,4.32,4.68,5.57,5.30,7.45,7.22,10.51,10.94,13.86,11.06
EV/Sales Average,3.30,4.23,5.53,5.36,6.41,8.17,9.01,10.71,11.89,11.88
EV/Sales High,4.33,4.88,6.04,6.26,7.65,9.18,10.65,12.76,14.26,15.12
EV/Sales Low,2.35,3.70,4.81,3.98,4.87,6.77,6.58,6.48,9.01,9.43
EV/EBITDA,13.67,95.68,14.28,12.26,16.18,15.09,20.82,21.38,26.21,30.68
EV/EBITDA Average,10.43,86.49,14.16,12.40,13.94,17.07,17.86,20.94,22.48,32.94
EV/EBITDA High,13.68,99.85,15.47,14.46,16.61,19.17,21.10,24.94,26.96,41.93
EV/EBITDA Low,7.44,75.62,12.33,9.20,10.59,14.13,13.04,12.67,17.04,26.14
EV/EBIT,15.00,209.14,15.44,13.24,17.30,16.21,22.16,22.60,27.32,40.97
EV/EBIT Average,11.45,189.04,15.32,13.39,14.90,18.33,19.00,22.14,23.43,43.99
EV/EBIT High,15.01,218.26,16.73,15.62,17.76,20.59,22.46,26.37,28.10,56.00
EV/EBIT Low,8.16,165.28,13.34,9.94,11.32,15.17,13.87,13.40,17.76,34.92
Last Price,77.58,90.16,99.86,107.54,169.40,168.30,271.94,323.63,470.48,334.94
High Price,77.59,93.94,109.13,128.40,174.07,217.31,275.75,379.87,484.21,472.83
Low Price,42.07,71.93,84.64,78.55,107.87,156.68,163.99,186.06,303.50,279.32
Enterprise Value,21073,23633,29607,30022,45156,45213,70387,81399,115001,123694
Enterprise Value Average,16091,21362,29372,30364,38891,51153,60372,79722,98650,132816
Enterprise Value High,21094,24664,32079,35418,46354,57434,71345,94962,118321,169074
Enterprise Value Low,11468,18677,25564,22541,29539,42337,44076,48253,74770,105409
