,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,6.94,7.68,7.05,5.04,5.29,4.48,5.83,4.91,5.41,6.82
Days Sales Outstanding,52.58,47.53,51.77,72.38,69.03,81.45,62.55,74.30,67.42,53.51
Inventory Turnover,4.45,4.61,4.57,3.53,4.02,3.94,4.52,3.17,3.27,3.13
Days Inventory Outstanding,82.04,79.13,79.90,103.40,90.79,92.57,80.68,115.02,111.48,116.70
Accounts Payable Turnover,6.25,6.10,6.19,5.15,5.36,5.66,7.84,5.12,5.72,5.33
Accounts Payable Turnover Days,58.37,59.83,58.93,70.91,68.12,64.49,46.54,71.33,63.76,68.45
Cash Conversion Cycle,76.25,66.83,72.74,104.87,91.69,109.54,96.69,117.99,115.14,101.77
Inventory to Cash Days,-29.47,-31.60,-28.13,-31.02,-21.76,-11.13,-18.12,-40.71,-44.07,-63.19
Inventories,403,511,479,659,743,845,1773,1642,1689,2034
Raw Materials,166,222,180,331,378,466,786,669,757,878
Work In Process,137,154,171,145,167,154,374,339,316,515
Finished Goods,100,135,127,182,197,225,613,633,616,641
Other Inventory,0,0,0,0,0,0,0,0,0,0
