,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,1442,1526,1195,2672,2704,2636,3383,4378,5295,5787
ST Debt,297,380,49,585,965,5,3,1101,825,967
LT Debt,1146,1146,1146,2087,1739,2631,3380,3277,4470,4820
Total Debt/EBITDA,1.80,1.81,1.34,2.46,2.42,3.45,1780.32,4.07,3.25,3.56
Net Debt/EBITDA,1.50,1.66,1.23,2.34,2.12,3.16,1569.11,2.50,3.12,3.39
Total Debt/EBIT,2.36,2.39,1.72,3.27,3.28,5.88,-10.09,6.47,4.65,5.48
Net Debt/EBIT,1.97,2.19,1.59,3.11,2.87,5.38,-8.89,3.98,4.46,5.21
EBITDA to Interest Expense,11.42,12.28,14.01,11.80,12.02,7.38,0.02,7.60,11.18,8.88
EBITDA-CapEx/Interest Expense,10.23,11.02,11.72,9.91,9.67,4.27,-3.56,4.62,7.96,5.47
EBIT to Interest Expense,8.71,9.30,10.88,8.88,8.89,4.33,-3.00,4.78,7.82,5.77
Interest Expense,70,69,64,92,93,104,112,142,146,183
Common Equity/Total Assets,78.10,81.11,90.29,65.87,66.87,69.26,55.23,46.01,45.18,47.56
Long-Term Debt/Equity (%),48.93,51.27,48.75,76.68,53.69,83.36,128.85,102.09,124.13,121.31
Long-Term Debt/Capital (%),22.78,21.41,21.60,29.31,22.86,34.44,43.35,37.06,43.40,42.67
Long-Term Debt/Total Assets (%),25.23,24.51,25.41,31.31,24.04,36.78,42.73,34.10,40.49,41.74
Total Debt/Equity (%),61.60,68.29,50.85,98.20,83.49,83.52,128.96,136.39,147.03,145.65
Total Debt/Capital (%),28.68,28.51,22.53,37.53,35.55,34.51,43.39,49.52,51.41,51.23
Total Debt/Total Assets (%),31.76,32.65,26.51,40.10,37.39,36.84,42.77,45.55,47.96,50.12
Net Debt to Equity,51.52,62.55,46.88,93.44,73.11,76.43,113.66,83.91,140.79,138.48
Net Debt/Capital (%),25.17,26.76,21.14,36.37,32.57,32.53,40.32,37.63,50.32,49.97
EBITDA,802,842,894,1087,1116,764,2,1076,1628,1625
EBITDA-CapEx,718,756,748,913,897,442,-398,655,1159,1000
Operating Income (Loss),611,638,694,818,825,448,-335,677,1138,1056
