,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.36,0.16,0.15,0.10,0.20,0.27,0.30,0.68,0.10,0.14
Current Ratio,0.98,0.74,0.93,0.53,0.60,1.09,0.89,1.00,0.49,0.68
Quick Ratio,0.82,0.57,0.73,0.45,0.47,0.84,0.69,0.93,0.42,0.57
CFO/Avg Current Liab,0.87,0.83,1.04,0.84,0.56,0.54,0.29,0.49,0.56,0.35
Common Equity/Total Assets,78.10,81.11,90.29,65.87,66.87,69.26,55.23,46.01,45.18,47.56
Long-Term Debt/Equity (%),48.93,51.27,48.75,76.68,53.69,83.36,128.85,102.09,124.13,121.31
Long-Term Debt/Capital (%),22.78,21.41,21.60,29.31,22.86,34.44,43.35,37.06,43.40,42.67
Long-Term Debt/Total Assets (%),25.23,24.51,25.41,31.31,24.04,36.78,42.73,34.10,40.49,41.74
Total Debt/Equity (%),61.60,68.29,50.85,98.20,83.49,83.52,128.96,136.39,147.03,145.65
Total Debt/Capital (%),28.68,28.51,22.53,37.53,35.55,34.51,43.39,49.52,51.41,51.23
Total Debt/Total Assets (%),31.76,32.65,26.51,40.10,37.39,36.84,42.77,45.55,47.96,50.12
CFO/Total Liabilities,25.75,25.26,34.38,19.90,20.43,16.82,5.94,14.78,17.94,10.00
CFO/CapEx,6.80,7.13,5.08,4.52,3.74,2.09,0.79,2.25,2.85,1.21
Altman's Z-Score,10.61,11.49,13.84,10.79,8.99,8.01,5.16,5.22,7.86,6.56
