,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,10226,9435,8981,9310,9491,10026,13498,13810,13405,14984
ST Debt,726,1090,253,417,739,432,218,551,708,414
LT Debt,9500,8345,8728,8893,8752,9594,13280,13259,12697,14570
Total Debt/EBITDA,3.00,2.69,2.65,2.51,2.38,2.38,3.12,3.33,2.70,2.74
Net Debt/EBITDA,2.99,2.31,2.64,2.50,2.37,2.37,2.30,3.20,2.68,2.68
Total Debt/EBIT,4.94,4.25,4.19,3.86,3.62,3.67,4.90,5.57,4.53,4.37
Net Debt/EBIT,4.91,3.66,4.17,3.85,3.61,3.64,3.61,5.35,4.49,4.27
EBITDA to Interest Expense,7.07,7.46,8.80,9.88,11.01,11.26,10.53,9.76,13.58,14.46
EBITDA-CapEx/Interest Expense,4.43,5.01,5.59,6.31,6.85,6.73,6.11,5.92,8.36,7.62
EBIT to Interest Expense,4.30,4.72,5.56,6.41,7.22,7.31,6.70,5.83,8.10,9.07
Interest Expense,481,471,385,376,363,374,411,425,365,378
Common Equity/Total Assets,27.85,32.20,34.01,35.45,39.37,43.28,38.20,38.05,41.28,42.00
Long-Term Debt/Equity (%),158.28,141.70,162.62,167.16,144.85,152.87,187.84,177.88,178.18,212.27
Long-Term Debt/Capital (%),56.49,51.03,54.73,53.17,48.33,48.38,55.11,53.08,49.95,51.72
Long-Term Debt/Total Assets (%),42.03,38.97,42.74,42.63,40.09,42.36,47.87,45.18,43.64,46.45
Total Debt/Equity (%),170.38,160.21,167.34,175.00,157.08,159.75,190.92,185.27,188.11,218.30
Total Debt/Capital (%),60.81,57.70,56.31,55.66,52.41,50.56,56.01,55.29,52.74,53.19
Total Debt/Total Assets (%),45.24,44.06,43.98,44.63,43.48,44.26,48.65,47.06,46.07,47.77
Net Debt to Equity,169.41,138.02,166.61,174.40,156.72,158.78,140.55,177.85,186.46,213.18
Net Debt/Capital (%),60.68,54.02,56.21,55.57,52.36,50.41,48.39,54.28,52.52,52.60
EBITDA,3403,3513,3387,3713,3996,4212,4328,4149,4956,5466
EBITDA-CapEx,2132,2362,2154,2374,2487,2518,2510,2517,3052,2879
Operating Income (Loss),2070,2221,2142,2412,2620,2735,2754,2478,2957,3428
