,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,464,459,447,439,433,424,424,423,416,408
Diluted Weighted Avg Shares,470,466,456,447,442,432,428,425,423,415
Basic Weighted Avg Shares,468,463,453,444,439,429,425,423,420,413
Revenue per Share,29.90,30.26,28.63,30.69,33.01,34.76,36.40,35.98,42.65,47.72
EBITDA per Share,7.28,7.59,7.48,8.37,9.11,9.82,10.19,9.81,11.79,13.24
Operating Income per Share,4.43,4.80,4.73,5.44,5.97,6.37,6.49,5.86,7.03,8.30
"Basic EPS, GAAP",0.21,2.81,1.66,2.67,4.44,4.49,3.93,3.54,4.32,5.42
Basic EPS from Cont Ops,0.28,2.89,1.66,2.66,4.44,4.48,3.94,3.54,4.32,5.43
"Diluted EPS, GAAP",0.21,2.79,1.65,2.65,4.41,4.45,3.91,3.52,4.29,5.39
Diluted EPS from Cont Ops,0.28,2.87,1.65,2.64,4.41,4.45,3.91,3.52,4.30,5.40
Dividend per Share,1.46,1.50,1.54,1.64,1.71,1.87,2.06,2.19,2.31,2.61
Cash Flow per Share,5.25,5.04,5.52,6.67,7.25,8.32,9.12,8.04,10.32,10.99
Free Cash Flow per Basic Share,2.53,2.55,2.79,3.66,3.81,4.37,4.84,4.19,5.79,4.72
Cash & Equivalents per Share,0.51,2.85,0.09,0.07,0.05,0.14,8.39,1.31,0.28,0.86
Book Value per Share,13.56,15.03,15.53,16.83,19.83,23.12,24.98,26.41,28.86,32.30
Tangible Book Value per Share,-1.29,-0.63,-2.45,-3.38,-1.74,-1.71,0.04,-6.06,-6.73,-8.06
