,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,20839,23651,24139,31152,37395,37289,48276,49438,68964,63989
- Cash & Cash Equivalents,58,1307,39,32,22,61,3561,553,118,351
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,295,23,22,23,23,1,2,2,2,15
+ Total Debt,10226,9435,8981,9310,9491,10026,13498,13810,13405,14984
Enterprise Value,31125,31802,33103,40453,46887,47255,58215,62697,82253,78637
Total Capital,16816,16352,15948,16727,18108,19830,24098,24977,25417,28172
Total Debt/Capital (%),60.81,57.70,56.31,55.66,52.41,50.56,56.01,55.29,52.74,53.19
Total Debt / EV,0.33,0.30,0.27,0.23,0.20,0.21,0.23,0.22,0.16,0.19
EV/Sales,2.23,2.27,2.55,2.97,3.24,3.17,3.77,4.12,4.59,3.99
EV/EBITDA,9.15,9.05,9.77,10.89,11.73,11.22,13.45,15.11,16.60,14.39
EV/EBIT,15.04,14.32,15.45,16.77,17.90,17.28,21.14,25.30,27.82,22.94
EV/Cash Flow to Firm,12.06,11.82,11.95,12.63,13.39,12.20,13.86,16.77,17.80,16.29
EV/Free Cash Flow to Firm,8.08,8.28,8.27,8.91,9.36,8.49,9.67,11.67,12.61,10.61
Diluted Market Cap,21085,24016,24609,31661,38136,38012,48637,49707,70087,65105
Diluted Enterprise Value,31548,32167,33573,40962,47628,47978,58576,62966,83376,79753
EV per Share,67.03,69.36,74.03,92.08,108.21,111.46,137.19,148.29,197.67,192.79
TTM Sales,13983,13996,12961,13609,14485,14914,15455,15218,17931,19698
TTM EBITDA,3403,3513,3387,3713,3996,4212,4328,4149,4956,5466
TTM Operating Income,2070,2221,2142,2412,2620,2735,2754,2478,2957,3428
TTM Cash Flow to Firm,2582,2691,2771,3204,3503,3873,4200,3739,4620,4826
TTM Free Cash Flow to Firm,3853,3842,4004,4543,5012,5567,6018,5371,6524,7413
