,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),10.05,10.65,20.82,1.05,-96.24,107.94,52.77,36.97,30.95,30.49
Return on Assets (%),2.14,1.66,2.59,0.11,-6.42,9.05,10.57,8.25,6.06,6.46
Return on Capital (%),7.78,6.19,8.89,0.58,0,31.94,27.99,19.91,16.65,17.52
Return on Invested Capital (%),5.53,4.95,6.75,0.43,0,25.52,24.31,19.13,16.22,19.83
Gross Margin (%),13.28,10.87,11.64,9.99,9.46,13.89,14.47,13.78,11.81,12.28
EBITDA Margin (%),3.50,3.39,3.65,2.37,1.64,6.98,6.77,6.00,4.14,4.87
Operating Margin (%),2.07,2.00,2.75,1.34,0.75,6.31,6.24,5.55,3.67,4.32
Incremental Operating Margin (%),18.05,1.83,4.41,-4.09,-4.10,-105.04,6.89,1.08,-0.69,8.59
Pretax Margin (%),1.23,1.40,2.29,0.77,-3.08,5.29,5.78,4.95,3.15,3.32
Profit Margin (%),0.80,0.64,1.02,0.05,-2.58,3.74,4.38,3.46,2.37,2.48
Net Income to Common Margin (%),0.80,0.64,1.02,0.05,-2.58,3.74,4.38,3.46,2.37,2.48
Effective Tax Rate (%),44.75,53.75,55.59,94.16,0,29.23,24.18,29.97,24.69,25.49
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),10.05,10.65,20.82,1.05,-96.24,107.94,52.77,36.97,30.95,30.49
