,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,273,637,718,758,712,643,669,1220,1676,1562
ST Debt,15,25,50,0,0,0,0,35,28,22
LT Debt,258,612,668,758,712,643,669,1186,1648,1540
Total Debt/EBITDA,1.07,2.11,3.90,6.03,5.25,3.91,3.49,3.36,3.32,2.58
Net Debt/EBITDA,0.12,1.14,2.42,3.82,3.19,2.33,2.08,2.01,2.20,1.78
Total Debt/EBIT,1.52,2.83,7.21,19.31,14.59,8.35,5.86,5.01,4.38,3.23
Net Debt/EBIT,0.17,1.53,4.47,12.23,8.85,4.98,3.50,3.00,2.91,2.23
EBITDA to Interest Expense,36.71,37.07,12.48,4.21,3.20,3.95,4.46,4.75,10.01,11.16
EBITDA-CapEx/Interest Expense,32.50,33.97,10.40,3.33,2.60,3.01,2.96,4.34,9.51,10.68
EBIT to Interest Expense,25.73,27.59,6.75,1.31,1.15,1.85,2.65,3.19,7.59,8.91
Interest Expense,7,8,15,30,42,42,43,76,50,54
Common Equity/Total Assets,-44.55,-29.50,-27.22,-27.89,-27.52,-25.69,-7.14,-1.81,9.21,15.55
Long-Term Debt/Equity (%),27.86,71.66,76.38,89.97,80.46,73.55,55.67,82.44,80.86,67.08
Long-Term Debt/Capital (%),-48.15,-5037.67,572.77,741.83,1135.87,1428.25,139.73,102.28,78.79,67.22
Long-Term Debt/Total Assets (%),14.21,27.81,30.23,32.23,30.18,27.62,25.11,35.05,36.49,32.86
Total Debt/Equity (%),29.48,74.59,82.10,89.97,80.46,73.55,55.67,84.85,82.23,68.04
Total Debt/Capital (%),-50.95,-5243.50,615.63,741.83,1135.87,1428.25,139.73,105.27,80.12,68.19
Total Debt/Total Assets (%),15.04,28.95,32.50,32.23,30.18,27.62,25.11,36.08,37.11,33.33
Net Debt to Equity,3.37,40.20,50.84,56.98,48.84,43.83,33.24,50.75,54.60,46.97
Net Debt/Capital (%),-4.01,-112.24,-283.67,-273.24,-199.00,-178.37,190.89,82.58,63.04,53.42
EBITDA,256,302,184,126,136,164,192,363,505,606
EBITDA-CapEx,227,277,153,100,110,125,128,332,480,580
Operating Income (Loss),180,225,100,39,49,77,114,244,383,484
