,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,3358,4205,3523,5045,6491,12528,7743,9563,14060,12413
- Cash & Cash Equivalents,242,294,273,278,280,260,270,275,327,272
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,273,637,718,758,712,643,669,1220,1676,1562
Enterprise Value,3389,4549,3967,5475,6873,12886,8115,10480,15409,13703
Total Capital,-536,-12,117,102,63,45,479,1159,2092,2291
Total Debt/Capital (%),-50.95,-5243.50,615.63,741.83,1135.87,1428.25,139.73,105.27,80.12,68.19
Total Debt / EV,0.08,0.14,0.18,0.14,0.10,0.05,0.08,0.12,0.11,0.11
EV/Sales,2.62,3.35,3.16,4.80,5.90,10.38,6.46,7.19,8.53,7.09
EV/EBITDA,13.24,15.05,21.56,43.52,50.69,78.38,42.27,28.86,30.48,22.63
EV/EBIT,18.88,20.22,39.85,139.47,140.73,167.35,71.08,43.02,40.24,28.34
EV/Cash Flow to Firm,14.57,14.60,19.62,26.40,0,39.84,35.76,34.03,35.81,28.66
EV/Free Cash Flow to Firm,12.94,13.50,17.04,23.44,0,35.55,27.85,30.89,33.83,27.19
Diluted Market Cap,3437,4387,3593,5029,6605,12547,7933,9575,14204,12494
Diluted Enterprise Value,3468,4730,4038,5509,7037,12931,8333,10519,15554,13784
EV per Share,28.61,39.54,34.88,47.63,59.59,109.22,70.62,90.24,131.52,116.65
TTM Sales,1294,1357,1255,1141,1164,1242,1256,1458,1807,1933
TTM EBITDA,256,302,184,126,136,164,192,363,505,606
TTM Operating Income,180,225,100,39,49,77,114,244,383,484
TTM Cash Flow to Firm,233,312,202,207,-54,323,227,308,430,478
TTM Free Cash Flow to Firm,262,337,233,234,-28,362,291,339,456,504
