,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.72,0.77,0.71,0.50,0.49,0.39,0.47,0.45,0.42,0.34
Current Ratio,1.40,1.38,1.22,0.75,0.71,0.86,1.23,1.22,1.11,1.15
Quick Ratio,1.40,1.38,1.22,0.75,0.71,0.56,1.05,1.06,1.11,1.15
CFO/Avg Current Liab,0.34,0.85,0.47,0.35,0.20,0.35,0.42,0.35,0.51,0.55
Common Equity/Total Assets,-44.55,-29.50,-27.22,-27.89,-27.52,-25.69,-7.14,-1.81,9.21,15.55
Long-Term Debt/Equity (%),27.86,71.66,76.38,89.97,80.46,73.55,55.67,82.44,80.86,67.08
Long-Term Debt/Capital (%),-48.15,-5037.67,572.77,741.83,1135.87,1428.25,139.73,102.28,78.79,67.22
Long-Term Debt/Total Assets (%),14.21,27.81,30.23,32.23,30.18,27.62,25.11,35.05,36.49,32.86
Total Debt/Equity (%),29.48,74.59,82.10,89.97,80.46,73.55,55.67,84.85,82.23,68.04
Total Debt/Capital (%),-50.95,-5243.50,615.63,741.83,1135.87,1428.25,139.73,105.27,80.12,68.19
Total Debt/Total Assets (%),15.04,28.95,32.50,32.23,30.18,27.62,25.11,36.08,37.11,33.33
CFO/Total Liabilities,25.25,22.63,13.47,12.13,9.13,17.04,19.50,12.02,14.88,18.21
CFO/CapEx,7.66,12.05,5.87,6.99,5.29,6.35,4.43,7.48,14.60,16.78
Altman's Z-Score,3.44,3.48,2.57,2.18,2.83,5.73,4.40,4.50,5.33,5.52
