,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,37079,41745,44116,45709,47685,44214,42763,42793,42761,39149
ST Debt,17925,22682,15805,16025,16503,18838,15247,2668,4645,2772
LT Debt,19154,19063,28311,29684,31182,25376,27516,40125,38116,36377
Total Debt/EBITDA,3.04,3.57,4.12,4.39,5.44,4.32,3.73,4.06,3.64,3.22
Net Debt/EBITDA,2.18,2.81,3.44,3.57,4.76,3.43,3.17,3.42,2.81,2.43
Total Debt/EBIT,3.63,4.30,5.05,5.30,6.36,4.83,4.24,4.76,4.15,3.59
Net Debt/EBIT,2.61,3.38,4.22,4.31,5.56,3.84,3.60,4.00,3.21,2.72
EBITDA to Interest Expense,26.36,24.19,12.50,14.21,10.42,10.78,12.10,7.33,7.36,13.80
EBITDA-CapEx/Interest Expense,20.85,19.21,9.52,11.12,8.43,9.15,9.93,6.51,6.51,12.11
EBIT to Interest Expense,22.09,20.10,10.20,11.77,8.92,9.63,10.66,6.26,6.45,12.37
Interest Expense,463,483,856,733,841,950,946,1437,1597,882
Common Equity/Total Assets,70.42,70.82,74.20,77.07,70.75,78.10,78.22,78.26,75.09,78.46
Long-Term Debt/Equity (%),57.28,62.38,109.89,127.84,164.31,133.15,130.42,188.52,153.32,140.85
Long-Term Debt/Capital (%),19.01,17.79,25.48,26.24,27.90,22.80,24.47,35.48,33.01,32.01
Long-Term Debt/Total Assets (%),21.27,20.72,31.46,34.01,35.48,30.49,31.85,45.96,40.40,39.21
Total Debt/Equity (%),110.88,136.60,171.23,196.85,251.28,232.00,202.69,201.06,172.01,151.59
Total Debt/Capital (%),36.80,38.96,39.71,40.40,42.66,39.73,38.03,37.84,37.03,34.45
Total Debt/Total Assets (%),41.17,45.36,49.02,52.38,54.25,53.13,49.51,49.02,45.32,42.20
Net Debt to Equity,79.74,107.28,142.86,160.01,219.63,184.37,171.97,169.13,133.05,114.73
Net Debt/Capital (%),29.51,33.39,35.46,35.53,39.40,34.38,34.24,33.87,31.27,28.45
EBITDA,12205,11684,10698,10413,8761,10238,11451,10533,11760,12169
EBITDA-CapEx,9655,9278,8145,8151,7086,8690,9397,9356,10393,10685
Operating Income (Loss),10228,9708,8728,8626,7501,9152,10086,8997,10308,10909
