,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,8346,9473,9667,10776,12497,14950,16883,15301,18884,22237
+ Sales & Services Revenue,8346,9473,9667,10776,12497,14950,16883,15301,18884,22237
- Cost of Revenue,1739,2064,2105,2225,2687,3214,3537,3787,4489,5263
+ Cost of Goods & Services,1739,2064,2105,2225,2687,3214,3537,3787,4489,5263
Gross Profit,6607,7409,7562,8551,9810,11736,13346,11514,14395,16974
+ Other Operating Income,-1739,-2064,-2105,-2225,-2687,-3214,-3537,-3787,-4489,-5263
- Operating Expenses,3748,4367,4528,4898,5860,6540,7219,7147,8708,9617
"+ Selling, General & Admin",3490,4046,4162,4525,5424,6081,6697,6567,7982,8867
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,258,321,366,373,436,459,522,580,726,750
Operating Income (Loss),4598,5106,5139,5878,6637,8410,9664,8154,10176,12620
- Non-Operating (Income) Loss,98,27,181,232,115,1206,-67,394,-131,888
"+ Interest Expense, Net",-19,22,61,95,154,186,224,380,431,471
+ Interest Expense,14,48,61,95,154,186,224,380,431,471
- Interest Income,33,26,0,0,0,0,0,0,0,0
+ Other Non-Op (Income) Loss,117,5,120,137,-39,1020,-291,14,-562,417
Pretax Income,4500,5079,4958,5646,6522,7204,9731,7760,10307,11732
- Income Tax Expense (Benefit),1384,1462,1150,1587,2607,1345,1613,1349,1620,1802
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,3116,3617,3808,4059,3915,5859,8118,6411,8687,9930
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,3116,3617,3808,4059,3915,5859,8118,6411,8687,9930
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",3116,3617,3808,4059,3915,5859,8118,6411,8687,9930
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",3116,3617,3808,4059,3915,5859,8118,6411,8687,9930
Basic Weighted Avg Shares,12110,1165,1134,1098,1067,1041,1017,1002,988,968
"Basic EPS, GAAP",0.26,3.10,3.36,3.70,3.67,5.63,7.98,6.40,8.79,10.26
Basic EPS from Cont Ops,0.26,3.10,3.36,3.70,3.67,5.63,7.98,6.40,8.79,10.26
Diluted Weighted Avg Shares,12150,1169,1137,1101,1072,1047,1022,1006,992,971
"Diluted EPS, GAAP",0.26,3.09,3.35,3.69,3.65,5.60,7.94,6.37,8.76,10.23
Diluted EPS from Cont Ops,0.26,3.09,3.35,3.69,3.65,5.60,7.94,6.37,8.76,10.23
EBITDA,4856,5427,5505,6251,7074,8869,10186,8734,10902,13370
EBITDA Margin (%),58.18,57.29,56.95,58.01,56.61,59.32,60.33,57.08,57.73,60.13
EBITA,4598,5106,5139,5878,6637,8410,9664,8154,10176,12620
EBIT,4598,5106,5139,5878,6637,8410,9664,8154,10176,12620
Gross Margin (%),79.16,78.21,78.22,79.35,78.50,78.50,79.05,75.25,76.23,76.33
Operating Margin (%),55.09,53.90,53.16,54.55,53.11,56.25,57.24,53.29,53.89,56.75
Profit Margin (%),37.34,38.18,39.39,37.67,31.33,39.19,48.08,41.90,46.00,44.66
Sales per Employee,1017805,919709,855487,905546,932612,1010135,907688,728619,786833,743712
Dividend per Share,0.02,0.44,0.64,0.76,0.88,1.00,1.32,1.60,1.76,1.97
Depreciation Expense,258,321,366,373,437,459,522,580,726,750
