,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,17.12,23.64,17.84,14.16,64.23,15.02,18.54,18.33,21.91,21.57
Price/Earnings Average,15.40,19.26,17.27,15.11,63.08,14.81,15.09,18.66,22.38,20.23
Price/Earnings High,17.74,25.48,19.86,17.13,70.59,16.55,18.90,21.38,26.76,24.36
Price/Earnings Low,12.09,15.92,14.21,12.95,54.34,12.86,12.83,14.28,19.21,17.60
Price/Book Value,3.92,4.74,4.31,3.56,4.85,9.05,13.93,12.64,16.87,36.04
Price/Book Value Average,3.52,3.86,4.17,3.79,4.76,8.93,11.34,12.87,17.23,33.80
Price/Book Value High,4.06,5.11,4.80,4.30,5.32,9.97,14.20,14.74,20.61,40.70
Price/Book Value Low,2.77,3.19,3.43,3.25,4.10,7.75,9.64,9.85,14.79,29.42
Price/Tangible Book Value,-14.21,-71.72,74.39,22.27,67.12,-12.45,-5.81,-6.01,-5.41,-5.02
Price/Tangible Book Value Average,-12.78,-58.46,72.03,23.77,65.91,-12.28,-4.73,-6.12,-5.53,-4.71
Price/Tangible Book Value High,-14.73,-77.31,82.83,26.94,73.76,-13.72,-5.93,-7.01,-6.61,-5.67
Price/Tangible Book Value Low,-10.03,-48.31,59.27,20.36,56.79,-10.66,-4.02,-4.68,-4.75,-4.10
Price/Sales,4.66,6.08,5.71,4.76,5.56,5.31,6.22,5.24,4.97,5.37
Price/Sales Average,4.19,4.95,5.53,5.08,5.46,5.24,5.06,5.33,5.08,5.04
Price/Sales High,4.83,6.55,6.36,5.75,6.11,5.85,6.34,6.11,6.07,6.06
Price/Sales Low,3.29,4.09,4.55,4.35,4.71,4.55,4.31,4.08,4.36,4.38
Price/Cash Flow,13.82,14.25,13.64,10.56,11.37,11.16,15.89,12.68,13.94,14.54
Price/Cash Flow Average,12.44,11.61,13.20,11.27,11.17,11.01,12.93,12.91,14.24,13.64
Price/Cash Flow High,14.33,15.36,15.18,12.78,12.50,12.30,16.20,14.79,17.03,16.42
Price/Cash Flow Low,9.76,9.60,10.86,9.65,9.62,9.56,11.00,9.88,12.23,11.87
Price/Free Cash Flow,12.65,12.94,12.86,9.85,10.79,10.54,14.98,12.07,12.80,13.33
Price/Free Cash Flow Average,11.38,10.55,12.45,10.51,10.60,10.40,12.19,12.29,13.07,12.51
Price/Free Cash Flow High,13.11,13.95,14.32,11.92,11.86,11.62,15.27,14.08,15.63,15.06
Price/Free Cash Flow Low,8.93,8.72,10.25,9.00,9.13,9.02,10.37,9.41,11.22,10.88
EV/Sales,5.35,6.27,5.69,4.54,5.22,5.25,6.98,6.05,5.84,6.45
EV/Sales Average,5.71,6.31,6.77,6.37,6.78,6.12,5.97,6.31,5.95,6.19
EV/Sales High,6.35,7.91,7.59,7.04,7.42,6.71,7.22,7.08,6.92,7.21
EV/Sales Low,4.81,5.45,5.79,5.65,6.03,5.47,5.23,5.08,5.24,5.54
EV/EBITDA,13.96,15.19,11.66,8.78,10.00,10.21,13.73,12.07,12.10,13.09
EV/EBITDA Average,14.92,15.28,13.86,12.31,12.98,11.91,11.74,12.60,12.32,12.55
EV/EBITDA High,16.59,19.15,15.55,13.60,14.21,13.05,14.20,14.12,14.34,14.61
EV/EBITDA Low,12.56,13.19,11.86,10.92,11.55,10.63,10.29,10.13,10.86,11.23
EV/EBIT,17.02,20.32,14.56,10.66,11.96,12.15,16.86,16.82,16.59,17.76
EV/EBIT Average,18.19,20.44,17.31,14.96,15.53,14.17,14.42,17.56,16.89,17.03
EV/EBIT High,20.22,25.62,19.42,16.53,17.00,15.52,17.44,19.69,19.66,19.83
EV/EBIT Low,15.32,17.65,14.82,13.27,13.82,12.65,12.63,14.13,14.90,15.24
Last Price,115.49,160.63,163.29,146.21,173.90,190.73,240.27,227.17,226.47,262.64
High Price,119.70,173.14,181.81,176.85,191.10,210.19,244.99,264.97,276.69,296.67
Low Price,81.56,108.20,130.09,133.64,147.12,163.31,166.30,177.05,198.64,214.39
Enterprise Value,99876,125832,123295,104414,119255,124709,163088,153711,151710,169890
Enterprise Value Average,106718,126533,146625,146497,154865,145425,139509,160503,154478,162879
Enterprise Value High,118649,158640,164497,161870,169554,159320,168753,179952,179796,189738
Enterprise Value Low,89868,109259,125500,129981,137792,129804,122216,129108,136221,145800
