,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,4216,4450,5165,5830,6314,7175,7401,7546,8960,10538
+ Sales & Services Revenue,4216,4450,5165,5830,6314,7175,7401,7546,8960,10538
- Cost of Revenue,3424,3569,4119,4708,4990,5692,5850,5937,6763,7662
+ Cost of Goods & Services,3424,3569,4119,4708,4990,5692,5850,5937,6763,7662
Gross Profit,792,881,1047,1122,1323,1483,1551,1608,2197,2876
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,352,405,421,441,454,501,503,493,557,588
"+ Selling, General & Admin",356,408,424,443,461,513,527,510,563,625
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,-4,-3,-3,-3,-7,-12,-25,-17,-7,-37
Operating Income (Loss),440,476,626,682,869,982,1048,1116,1640,2288
- Non-Operating (Income) Loss,22,22,22,20,22,23,23,38,49,35
"+ Interest Expense, Net",22,23,24,22,24,25,25,41,53,40
+ Interest Expense,22,23,24,22,24,25,25,41,53,40
- Interest Income,0,0,0,0,0,0,0,0,0,0
+ Other Non-Op (Income) Loss,-1,-1,-1,-2,-2,-3,-3,-3,-4,-5
Pretax Income,419,454,603,662,847,960,1026,1078,1590,2253
- Income Tax Expense (Benefit),152,172,220,236,309,163,147,177,354,528
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,266,282,383,425,538,797,879,901,1237,1726
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,266,282,383,425,538,797,879,901,1237,1726
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",266,282,383,425,538,797,879,901,1237,1726
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",266,282,383,425,538,797,879,901,1237,1726
Basic Weighted Avg Shares,5,4,4,4,4,4,4,4,4,3
"Basic EPS, GAAP",56.25,65.83,95.21,110.54,143.99,219.55,241.29,244.11,345.36,525.13
Basic EPS from Cont Ops,56.25,65.83,95.21,110.54,143.99,219.55,241.29,244.11,345.36,525.13
Diluted Weighted Avg Shares,5,4,4,4,4,4,4,4,4,4
"Diluted EPS, GAAP",54.81,63.50,89.99,103.62,126.77,194.82,221.13,230.09,320.48,491.76
Diluted EPS from Cont Ops,54.81,63.50,89.99,103.62,126.77,194.82,221.13,230.09,320.48,491.76
EBITDA,454,494,647,704,892,1002,1069,1138,1659,2305
EBITDA Margin (%),10.76,11.09,12.53,12.08,14.12,13.97,14.45,15.08,18.52,21.87
EBITA,440,476,626,682,869,982,1048,1116,1640,2288
EBIT,440,476,626,682,869,982,1048,1116,1640,2288
Gross Margin (%),18.79,19.80,20.26,19.25,20.96,20.67,20.96,21.32,24.52,27.29
Operating Margin (%),10.44,10.70,12.11,11.69,13.76,13.69,14.16,14.79,18.30,21.71
Profit Margin (%),6.32,6.33,7.41,7.29,8.51,11.11,11.87,11.94,13.80,16.37
Sales per Employee,1069029,1128744,1201277,1189819,1214171,1281298,1298387,1237025,1357538,1608899
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Depreciation Expense,13,18,22,22,23,20,21,22,19,17
