,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,164597,190665,176984,222163,303681,235834,310591,259351,359706,264853
- Cash & Cash Equivalents,142862,146099,167097,157599,168587,184898,168667,387009,355365,237462
+ Preferred Equity and Hybrid Capital,13352,19309,22273,25220,22323,22326,23401,24510,24708,28397
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,295673,274311,264862,240767,260068,249529,265060,282255,303870,302914
Enterprise Value,61965,17491,-25358,16891,102368,93425,184746,-55384,33741,137914
Total Capital,536815,522102,526741,514895,534296,527065,536503,556835,579040,597267
Total Debt/Capital (%),55.08,52.54,50.28,46.76,48.67,47.34,49.41,50.69,52.48,50.72
Total Debt / EV,4.77,15.68,-10.44,14.25,2.54,2.67,1.43,-5.10,9.01,2.20
EV/Sales,0.72,0.21,0,0.20,1.17,1.03,2.02,0,0.38,1.45
EV/EBITDA,23.10,6.94,0,7.54,48.68,45.29,106.85,0,17.78,69.72
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,0.74,0.92,0,1.51,37.89,3.83,4.29,0,0,0
EV/Free Cash Flow to Firm,0.73,0.87,0,1.51,37.89,3.83,4.29,0,0,0
Diluted Market Cap,178577,191898,191199,243888,318179,249678,331918,263731,381106,270508
Diluted Enterprise Value,344740,339419,311237,352276,431983,336635,451712,183487,354319,364357
EV per Share,5.85,1.66,0,1.68,9.95,9.66,20.91,0,4.18,17.25
TTM Sales,86041,83117,82246,83701,87352,91020,91244,85528,89113,94950
TTM EBITDA,2683,2522,2389,2241,2103,2063,1729,1843,1898,1978
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,83801,19029,20165,11215,2702,24376,43064,30245,-11652,-24196
TTM Free Cash Flow to Firm,84322,20189,20165,11215,2702,24376,43064,30245,-11652,-24196
