,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,10592,10517,10380,10053,10287,9669,8836,8651,8078,7997
Diluted Weighted Avg Shares,11491,10585,11214,11036,10778,10237,9443,8797,8558,8168
Basic Weighted Avg Shares,10731,10528,10462,10284,10196,10097,9391,8753,8493,8114
Revenue per Share,8.02,7.89,7.86,8.14,8.57,9.02,9.72,9.77,10.49,11.70
EBITDA per Share,0.25,0.24,0.23,0.22,0.21,0.20,0.18,0.21,0.22,0.24
Operating Income per Share,0,0,0,0,0,0,0,0,0,0
"Basic EPS, GAAP",0.94,0.36,1.38,1.58,1.63,2.64,2.77,1.88,3.60,3.21
Basic EPS from Cont Ops,1.07,0.46,1.52,1.74,1.79,2.79,2.92,2.04,3.77,3.39
"Diluted EPS, GAAP",0.88,0.36,1.28,1.47,1.54,2.61,2.75,1.87,3.57,3.19
Diluted EPS from Cont Ops,0.99,0.46,1.42,1.62,1.69,2.75,2.90,2.03,3.74,3.37
Dividend per Share,0.16,0.22,0.34,0.41,0.56,0.68,0.63,0.88,0.95,1.06
Cash Flow per Share,8.65,2.54,2.65,1.78,1.02,3.91,6.58,4.34,-0.85,-0.78
Free Cash Flow per Basic Share,8.60,2.43,2.65,1.78,1.02,3.91,6.58,4.34,-0.85,-0.78
Cash & Equivalents per Share,38.87,44.39,47.15,46.88,47.02,42.84,46.89,71.84,81.03,57.30
Book Value per Share,21.51,21.73,23.08,24.76,24.49,26.39,28.07,28.91,31.01,33.26
Tangible Book Value per Share,13.11,13.91,15.16,16.61,16.87,18.00,19.52,20.75,21.83,21.98
