,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,2171,2412,2105,1758,1790,743,1206,787,2095,1333
+ Depreciation & Amortization,94,95,97,87,80,76,93,129,311,378
+ Non-Cash Items,98,99,256,183,26,145,-1240,-387,-1057,175
+ Stock-Based Compensation,113,128,140,132,123,118,112,122,172,208
+ Deferred Income Taxes,0,0,0,9,9,-51,-1,-7,4,98
+ Asset Impairment Charge,0,0,8,28,10,6,13,55,0,0
+ Other Non-Cash Adj,-16,-29,108,14,-116,72,-1363,-558,-1233,-132
+ Chg in Non-Cash Work Cap,-326,-467,-206,-300,-761,1265,143,493,-102,71
+ (Inc) Dec in Accts Receiv,-268,-114,45,-11,-161,-22,-68,132,-182,-87
+ (Inc) Dec in Inventories,0,0,0,0,0,0,0,0,0,0
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,104,18,-60,-72,56,933,-21,-184,-47,-120
+ Inc (Dec) in Other,-162,-372,-191,-217,-655,354,232,545,128,278
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,2036,2138,2252,1728,1135,2230,202,1021,1245,1957
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-62,-53,-69,-98,-75,-106,-234,-104,-79,-90
+ Acq of Fixed Prod Assets,-62,-53,-69,-98,-75,-106,-234,-104,-79,-90
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,270,216,318,290,190,-97,-159,723,-2591,-1904
+ Dec in LT Investment,1527,1254,1054,1003,713,360,343,972,2218,3014
+ Inc in LT Investment,-1256,-1038,-736,-713,-523,-457,-502,-249,-4809,-4918
+ Net Cash From Acq & Div,1,0,0,0,-14,-87,-684,-3821,-9,-1355
+ Cash from Divestitures,1,0,0,0,0,0,0,0,0,0
+ Cash for Acq of Subs,0,0,0,0,-14,-87,-684,-3821,-9,-1355
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,24,228,0,0,-49,0,0,-41,63,20
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,233,391,249,192,52,-290,-1077,-3243,-2616,-3329
+ Dividends Paid,-883,-290,-666,-409,-441,-2117,-519,-533,-560,-583
+ Net Cash From Debt,-744,-180,-15,-94,-642,-383,18,494,2066,2139
+ Cash From Debt,618,794,968,127,21,0,22,635,4132,5184
+ Repayments of Debt,-1362,-974,-982,-221,-662,-383,-3,-141,-2066,-3046
+ Cash (Repurchase) of Equity,-450,-590,-1034,-1284,-740,-1400,-731,-198,-186,-156
+ Increase in Capital Stock,41,33,26,24,25,25,23,21,22,25
+ Decrease in Capital Stock,-491,-622,-1060,-1308,-765,-1425,-754,-218,-208,-181
+ Other Financing Activities,58,-135,103,-14,867,138,1191,431,710,185
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-2018,-1195,-1612,-1801,-956,-3762,-40,194,2030,1585
Effect of Foreign Exchange Rates,21,-60,-117,-4,35,-17,-37,27,-2,-77
Net Changes in Cash,251,1333,889,119,231,-1822,-916,-2027,660,213
EBITDA,3015,3316,3125,2453,2345,2195,1651,1177,2186,2152
EBITDA Margin (%),37.76,39.05,39.31,37.06,36.68,34.74,28.59,21.15,25.94,26.00
Net Cash Paid for Acquisitions,-1,0,0,0,14,87,684,3821,9,1355
Free Cash Flow,1974,2085,2183,1630,1061,2123,-32,918,1166,1866
Free Cash Flow to Firm,2007,2118,2211,1665,1097,2140,-14,944,1239,1942
Free Cash Flow to Equity,1230,1905,2169,1536,419,1740,-14,1412,3232,4005
Free Cash Flow per Basic Share,3.12,3.34,3.55,2.79,1.90,3.95,-0.06,1.87,2.38,3.82
Price/Free Cash Flow,15.36,15.64,9.63,11.11,20.56,7.00,33.17,8.77,11.28,5.31
Cash Flow to Net Income,0.95,0.90,1.11,1.00,0.67,2.92,0.17,1.28,0.68,1.51
