,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,3490,3562,3820,4324,4967,5215,5812,6919,8185,8877
ST Debt,694,531,358,302,177,576,927,244,542,497
LT Debt,2796,3031,3462,4022,4790,4638,4884,6676,7642,8381
Total Debt/EBITDA,2.61,2.72,2.68,3.04,3.21,3.66,4.35,4.69,5.37,5.73
Net Debt/EBITDA,2.60,2.72,2.65,3.04,3.21,3.66,4.29,4.36,4.82,5.24
Total Debt/EBIT,4.12,4.39,4.47,5.05,5.32,6.74,8.65,8.78,10.16,12.13
Net Debt/EBIT,4.11,4.38,4.42,5.04,5.30,6.73,8.54,8.15,9.12,11.10
EBITDA to Interest Expense,7.16,7.05,7.98,7.65,7.82,6.53,6.17,6.44,6.54,6.06
EBITDA-CapEx/Interest Expense,1.72,2.14,1.96,0.78,0.69,1.13,0.67,0.65,0.22,-0.62
EBIT to Interest Expense,4.53,4.37,4.78,4.61,4.73,3.54,3.10,3.44,3.45,2.86
Interest Expense,187,185,179,186,198,218,217,229,233,256
Common Equity/Total Assets,31.66,31.01,30.84,30.31,29.72,29.87,29.75,28.48,27.12,26.78
Long-Term Debt/Equity (%),64.43,67.08,73.36,81.48,93.26,86.72,87.96,116.04,126.92,136.05
Long-Term Debt/Capital (%),35.34,37.18,40.31,43.21,47.17,43.69,42.73,52.39,53.56,55.60
Long-Term Debt/Total Assets (%),20.70,21.18,23.04,25.13,28.14,26.26,26.43,33.34,34.73,36.88
Total Debt/Equity (%),80.41,78.83,80.94,87.60,96.72,97.49,104.66,120.28,135.92,144.11
Total Debt/Capital (%),44.11,43.69,44.47,46.46,48.92,49.12,50.84,54.31,57.37,58.89
Total Debt/Total Assets (%),25.84,24.89,25.42,27.02,29.19,29.52,31.45,34.56,37.20,39.07
Net Debt to Equity,80.19,78.66,80.10,87.42,96.45,97.39,103.31,111.66,121.99,131.95
Net Debt/Capital (%),44.04,43.64,44.21,46.40,48.85,49.09,50.23,50.65,51.52,53.94
EBITDA,1339,1308,1426,1421,1545,1425,1336,1474,1524,1550
EBITDA-CapEx,322,397,350,146,136,246,145,148,51,-158
Operating Income (Loss),846,811,855,856,934,774,672,788,805,732
