,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.01,0.00,0.03,0.01,0.01,0.00,0.00,0.04,0.01,0.00
Current Ratio,0.64,0.62,0.62,0.64,0.85,0.56,0.50,0.88,0.88,0.99
Quick Ratio,0.33,0.26,0.28,0.28,0.36,0.25,0.20,0.36,0.29,0.35
CFO/Avg Current Liab,0.85,0.69,0.73,0.75,0.90,0.90,0.51,0.56,0.55,0.71
Common Equity/Total Assets,31.66,31.01,30.84,30.31,29.72,29.87,29.75,28.48,27.12,26.78
Long-Term Debt/Equity (%),64.43,67.08,73.36,81.48,93.26,86.72,87.96,116.04,126.92,136.05
Long-Term Debt/Capital (%),35.34,37.18,40.31,43.21,47.17,43.69,42.73,52.39,53.56,55.60
Long-Term Debt/Total Assets (%),20.70,21.18,23.04,25.13,28.14,26.26,26.43,33.34,34.73,36.88
Total Debt/Equity (%),80.41,78.83,80.94,87.60,96.72,97.49,104.66,120.28,135.92,144.11
Total Debt/Capital (%),44.11,43.69,44.47,46.46,48.92,49.12,50.84,54.31,57.37,58.89
Total Debt/Total Assets (%),25.84,24.89,25.42,27.02,29.19,29.52,31.45,34.56,37.20,39.07
CFO/Total Liabilities,12.58,11.23,10.62,9.25,9.41,10.37,7.40,6.77,5.38,7.50
CFO/CapEx,1.13,1.21,1.02,0.80,0.79,1.08,0.80,0.73,0.58,0.73
Altman's Z-Score,0.99,1.05,1.00,1.03,1.07,0.99,0.93,0.89,0.80,0.82
