,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,14.36,19.31,16.56,19.67,19.50,18.70,18.64,16.19,12.87,17.80
Price/Earnings Average,15.15,15.77,15.97,18.65,19.58,17.72,19.33,16.63,14.06,17.06
Price/Earnings High,16.76,19.79,18.61,20.86,21.17,20.33,20.85,21.59,16.16,18.87
Price/Earnings Low,13.95,14.23,14.22,15.75,17.35,16.11,17.05,12.29,11.46,13.82
Price/Book Value,1.37,1.73,1.56,1.79,1.88,1.81,1.83,1.56,1.33,1.41
Price/Book Value Average,1.44,1.41,1.51,1.70,1.89,1.72,1.89,1.61,1.46,1.36
Price/Book Value High,1.59,1.77,1.76,1.90,2.04,1.97,2.04,2.08,1.68,1.50
Price/Book Value Low,1.33,1.27,1.34,1.43,1.67,1.56,1.67,1.19,1.19,1.10
Price/Tangible Book Value,1.40,1.74,1.58,1.79,1.95,1.88,1.91,1.63,1.39,1.46
Price/Tangible Book Value Average,1.47,1.42,1.52,1.70,1.96,1.78,1.98,1.67,1.51,1.40
Price/Tangible Book Value High,1.63,1.79,1.77,1.90,2.12,2.04,2.13,2.17,1.74,1.55
Price/Tangible Book Value Low,1.36,1.29,1.35,1.44,1.74,1.62,1.74,1.24,1.23,1.13
Price/Sales,1.69,2.20,2.07,2.48,2.67,2.59,2.89,2.48,2.09,1.99
Price/Sales Average,1.78,1.80,2.00,2.36,2.68,2.45,3.00,2.55,2.29,1.91
Price/Sales High,1.97,2.25,2.33,2.64,2.90,2.81,3.23,3.31,2.63,2.11
Price/Sales Low,1.64,1.62,1.78,1.99,2.38,2.23,2.64,1.89,1.86,1.55
Price/Cash Flow,5.06,6.98,6.62,8.49,8.52,7.48,10.49,9.22,9.26,6.93
Price/Cash Flow Average,5.33,5.70,6.38,8.06,8.55,7.09,10.87,9.47,10.12,6.64
Price/Cash Flow High,5.90,7.15,7.44,9.01,9.25,8.13,11.73,12.30,11.62,7.35
Price/Cash Flow Low,4.91,5.15,5.68,6.81,7.58,6.45,9.59,7.00,8.24,5.38
Price/Free Cash Flow,2.71,3.84,3.35,3.80,3.79,3.91,4.68,3.90,3.42,2.92
Price/Free Cash Flow Average,2.86,3.14,3.23,3.61,3.80,3.70,4.86,4.00,3.74,2.80
Price/Free Cash Flow High,3.16,3.93,3.77,4.03,4.11,4.25,5.24,5.20,4.29,3.10
Price/Free Cash Flow Low,2.63,2.83,2.88,3.05,3.37,3.37,4.28,2.96,3.05,2.27
EV/Sales,2.74,3.26,3.19,3.75,4.10,4.03,4.60,4.43,4.27,4.07
EV/Sales Average,2.83,2.86,3.12,3.63,4.11,3.90,4.70,4.50,4.47,3.98
EV/Sales High,3.02,3.31,3.45,3.91,4.32,4.26,4.94,5.26,4.81,4.19
EV/Sales Low,2.69,2.68,2.90,3.26,3.80,3.67,4.35,3.83,4.04,3.62
EV/EBITDA,7.07,8.70,7.82,9.24,9.45,10.45,11.94,10.78,10.66,11.35
EV/EBITDA Average,7.31,7.63,7.64,8.93,9.47,10.10,12.22,10.94,11.15,11.12
EV/EBITDA High,7.80,8.85,8.45,9.62,9.98,11.03,12.83,12.80,12.00,11.68
EV/EBITDA Low,6.95,7.16,7.10,8.03,8.77,9.52,11.30,9.32,10.09,10.11
EV/EBIT,11.19,14.03,13.05,15.34,15.63,19.25,23.75,20.17,20.18,24.03
EV/EBIT Average,11.57,12.30,12.75,14.82,15.67,18.60,24.30,20.47,21.10,23.54
EV/EBIT High,12.34,14.26,14.10,15.96,16.50,20.32,25.52,23.94,22.71,24.74
EV/EBIT Low,10.99,11.54,11.86,13.33,14.50,17.53,22.47,17.44,19.10,21.40
Last Price,53.01,69.40,65.23,78.03,85.18,85.25,89.25,79.11,70.50,76.04
High Price,61.89,71.11,73.31,82.78,92.48,92.64,99.81,105.51,88.54,80.60
Low Price,51.50,51.15,56.01,62.51,75.79,73.41,81.63,60.05,62.78,59.03
Enterprise Value,9467,11380,11155,13135,14601,14891,15959,15893,16251,17589
Enterprise Value Average,9789,9974,10897,12687,14639,14389,16327,16136,16993,17231
Enterprise Value High,10446,11569,12052,13664,15417,15720,17146,18868,18288,18105
Enterprise Value Low,9301,9362,10132,11407,13552,13564,15102,13746,15379,15664
