,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,24.78,22.32,22.00,22.07,24.48,19.80,26.43,31.51,34.17,27.74
Price/Earnings Average,20.79,21.68,21.69,21.66,20.67,22.13,22.80,25.21,30.68,25.22
Price/Earnings High,24.95,22.84,23.42,24.04,24.68,24.31,26.68,32.00,34.54,29.29
Price/Earnings Low,17.93,18.90,19.43,19.45,16.40,18.73,17.30,14.42,24.95,21.08
Price/Book Value,4.33,3.70,3.21,2.53,3.35,2.68,3.58,3.89,4.29,3.63
Price/Book Value Average,3.64,3.60,3.16,2.48,2.83,3.00,3.09,3.11,3.85,3.30
Price/Book Value High,4.37,3.79,3.41,2.76,3.37,3.29,3.62,3.95,4.34,3.83
Price/Book Value Low,3.14,3.14,2.83,2.23,2.24,2.54,2.35,1.78,3.14,2.76
Price/Tangible Book Value,-13.31,-11.31,-9.77,-7.73,-12.50,-7.47,-11.59,-23.18,-16.08,-19.83
Price/Tangible Book Value Average,-11.17,-10.99,-9.63,-7.58,-10.55,-8.35,-10.00,-18.54,-14.43,-18.03
Price/Tangible Book Value High,-13.40,-11.57,-10.40,-8.42,-12.60,-9.16,-11.70,-23.54,-16.25,-20.94
Price/Tangible Book Value Low,-9.63,-9.58,-8.63,-6.81,-8.37,-7.06,-7.59,-10.60,-11.74,-15.07
Price/Sales,3.56,3.24,3.27,2.94,3.88,3.18,4.41,6.06,6.10,5.23
Price/Sales Average,2.99,3.15,3.22,2.89,3.28,3.55,3.81,4.84,5.48,4.75
Price/Sales High,3.59,3.32,3.48,3.21,3.91,3.90,4.45,6.15,6.17,5.52
Price/Sales Low,2.58,2.75,2.89,2.59,2.60,3.01,2.89,2.77,4.45,3.97
Price/Cash Flow,19.39,17.97,19.33,14.94,20.02,16.64,20.42,21.46,29.15,27.98
Price/Cash Flow Average,16.27,17.45,19.05,14.66,16.90,18.60,17.63,17.17,26.17,25.44
Price/Cash Flow High,19.53,18.38,20.57,16.27,20.19,20.43,20.62,21.80,29.47,29.55
Price/Cash Flow Low,14.03,15.22,17.07,13.16,13.41,15.75,13.37,9.82,21.29,21.26
Price/Free Cash Flow,17.85,16.51,17.65,13.85,18.50,15.41,18.84,20.44,26.83,25.11
Price/Free Cash Flow Average,14.98,16.04,17.40,13.59,15.61,17.23,16.26,16.35,24.08,22.83
Price/Free Cash Flow High,17.98,16.89,18.79,15.08,18.65,18.92,19.02,20.76,27.12,26.51
Price/Free Cash Flow Low,12.92,13.98,15.59,12.20,12.39,14.58,12.33,9.35,19.59,19.08
EV/Sales,3.89,3.53,3.60,3.33,4.25,3.60,4.90,6.35,6.51,5.56
EV/Sales Average,3.32,3.44,3.56,3.27,3.64,3.97,4.29,5.13,5.89,5.08
EV/Sales High,3.92,3.60,3.81,3.58,4.28,4.31,4.94,6.44,6.58,5.85
EV/Sales Low,2.90,3.04,3.23,2.98,2.97,3.43,3.37,3.05,4.86,4.30
EV/EBITDA,14.98,13.69,13.55,13.01,16.65,13.67,17.90,22.46,22.57,18.78
EV/EBITDA Average,12.76,13.33,13.38,12.80,14.27,15.07,15.68,18.15,20.40,17.18
EV/EBITDA High,15.08,13.97,14.32,14.02,16.77,16.38,18.06,22.80,22.80,19.77
EV/EBITDA Low,11.17,11.79,12.14,11.66,11.61,13.03,12.30,10.78,16.85,14.54
EV/EBIT,17.16,15.80,15.78,15.93,19.98,16.21,21.46,28.04,27.61,22.78
EV/EBIT Average,14.62,15.38,15.58,15.67,17.12,17.87,18.80,22.66,24.96,20.83
EV/EBIT High,17.27,16.12,16.68,17.17,20.13,19.42,21.65,28.46,27.89,23.97
EV/EBIT Low,12.80,13.61,14.13,14.27,13.94,15.45,14.75,13.46,20.61,17.63
Last Price,52.52,53.28,54.18,48.60,72.47,66.73,99.93,119.83,146.47,139.72
High Price,52.89,54.50,57.67,52.93,73.06,81.92,100.88,121.69,148.07,147.52
Low Price,38.00,45.12,47.85,42.82,48.55,63.14,65.42,54.82,106.96,106.17
Enterprise Value,13988,14195,14321,12772,18283,17434,25268,28824,36129,34182
Enterprise Value Average,11918,13824,14142,12563,15671,19220,22132,23295,32661,31265
Enterprise Value High,14078,14489,15143,13765,18419,20884,25486,29253,36500,35977
Enterprise Value Low,10430,12225,12831,11446,12752,16619,17362,13838,26976,26464
