,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,14.37,18.50,16.92,15.45,12.71,14.19,13.01,9.70,13.22,11.62
Days Sales Outstanding,25.39,19.73,21.57,23.63,28.71,25.73,28.06,37.64,27.62,31.42
Inventory Turnover,21.67,19.11,12.53,11.46,11.36,11.77,10.65,9.12,11.26,13.68
Days Inventory Outstanding,16.84,19.10,29.12,31.85,32.12,31.01,34.27,40.02,32.42,26.68
Accounts Payable Turnover,8.18,11.17,9.50,9.94,9.32,9.99,8.71,8.09,9.60,6.71
Accounts Payable Turnover Days,44.61,32.67,38.44,36.71,39.15,36.54,41.92,45.09,38.03,54.41
Cash Conversion Cycle,-2.37,6.17,12.26,18.77,21.68,20.19,20.41,32.57,22.01,3.69
Inventory to Cash Days,8.55,0.63,-7.55,-8.22,-3.41,-5.28,-6.21,-2.38,-4.81,4.74
Inventories,16135,16678,16245,15080,16992,18958,18528,18850,18780,24435
Raw Materials,4018,4294,4208,4203,4121,4155,4518,4681,4261,4001
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,12117,12384,12037,10877,12871,14803,14010,14169,14519,20434
Other Inventory,0,0,0,0,0,0,0,0,0,0
