,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,13.61,12.24,20.29,48.01,18.06,13.97,20.68,0,11.28,8.32
Price/Earnings Average,12.27,12.80,21.52,45.86,17.68,16.39,21.95,-8.48,10.75,6.91
Price/Earnings High,13.80,13.78,24.27,50.82,19.73,18.30,24.85,-13.59,12.32,8.65
Price/Earnings Low,11.50,11.34,17.29,38.06,16.43,13.25,19.74,-5.74,7.61,4.62
Price/Book Value,1.09,0.93,0.77,0.89,0.83,0.66,0.67,0.44,0.63,1.00
Price/Book Value Average,0.99,0.98,0.81,0.85,0.81,0.78,0.71,0.47,0.60,0.83
Price/Book Value High,1.11,1.05,0.92,0.94,0.90,0.87,0.81,0.76,0.69,1.04
Price/Book Value Low,0.92,0.86,0.65,0.71,0.75,0.63,0.64,0.32,0.43,0.56
Price/Tangible Book Value,2.41,2.16,1.84,2.15,1.82,1.45,1.48,1.07,1.47,2.22
Price/Tangible Book Value Average,2.17,2.26,1.95,2.06,1.78,1.71,1.57,1.15,1.40,1.85
Price/Tangible Book Value High,2.44,2.43,2.20,2.28,1.99,1.91,1.78,1.84,1.60,2.31
Price/Tangible Book Value Low,2.04,2.00,1.56,1.71,1.66,1.38,1.41,0.78,0.99,1.23
Price/Sales,1.01,0.97,1.22,1.66,1.50,1.00,1.12,0.98,0.91,1.16
Price/Sales Average,0.91,1.01,1.29,1.59,1.47,1.18,1.19,1.05,0.87,0.97
Price/Sales High,1.03,1.09,1.46,1.76,1.64,1.31,1.34,1.68,0.99,1.21
Price/Sales Low,0.86,0.90,1.04,1.32,1.37,0.95,1.07,0.71,0.61,0.65
Price/Cash Flow,9.87,8.82,10.80,17.05,11.84,8.08,9.98,12.12,5.40,6.04
Price/Cash Flow Average,8.90,9.23,11.45,16.28,11.59,9.49,10.59,12.98,5.15,5.02
Price/Cash Flow High,10.01,9.94,12.92,18.04,12.93,10.59,11.99,20.80,5.90,6.28
Price/Cash Flow Low,8.35,8.17,9.20,13.51,10.77,7.67,9.52,8.77,3.64,3.35
Price/Free Cash Flow,5.64,5.10,5.77,9.86,7.83,5.24,5.49,5.57,4.32,4.87
Price/Free Cash Flow Average,5.09,5.34,6.12,9.42,7.66,6.15,5.82,5.96,4.11,4.05
Price/Free Cash Flow High,5.72,5.75,6.90,10.44,8.55,6.86,6.59,9.55,4.71,5.06
Price/Free Cash Flow Low,4.77,4.73,4.91,7.81,7.12,4.97,5.24,4.03,2.91,2.70
EV/Sales,1.05,1.02,1.36,1.86,1.69,1.14,1.30,1.36,1.07,1.18
EV/Sales Average,0.95,1.07,1.43,1.78,1.66,1.31,1.37,1.43,1.03,0.99
EV/Sales High,1.06,1.14,1.60,1.95,1.83,1.45,1.53,2.05,1.15,1.22
EV/Sales Low,0.89,0.95,1.18,1.51,1.55,1.09,1.25,1.09,0.78,0.67
EV/EBITDA,0,0,9.14,13.87,12.53,6.65,1.22,14.38,5.90,5.36
EV/EBITDA Average,-1.15,-1.28,9.63,13.32,12.29,7.66,1.28,15.11,5.66,4.49
EV/EBITDA High,-1.28,-1.37,10.73,14.60,13.55,8.45,1.43,21.74,6.35,5.56
EV/EBITDA Low,-1.08,-1.15,7.94,11.31,11.52,6.35,1.17,11.54,4.28,3.07
EV/EBIT,0,0,16.64,52.71,33.17,10.67,1.30,0,9.79,7.38
EV/EBIT Average,-1.10,-1.22,17.54,50.60,32.55,12.29,1.37,-8.96,9.40,6.19
EV/EBIT High,-1.22,-1.31,19.55,55.46,35.88,13.56,1.53,-12.89,10.55,7.66
EV/EBIT Low,-1.03,-1.09,14.46,42.97,30.51,10.19,1.25,-6.85,7.10,4.23
Last Price,100.31,93.02,78.11,90.26,83.64,68.17,69.48,41.60,60.79,110.30
High Price,101.74,104.76,93.45,95.55,91.34,89.30,83.49,71.37,66.38,114.66
Low Price,84.79,86.19,66.55,71.55,76.05,64.65,66.31,30.11,41.00,61.21
Enterprise Value,459391,421947,365606,420008,400521,330324,345297,246349,305697,469222
Enterprise Value Average,416714,439882,385297,403249,392982,380460,363378,258786,293661,393101
Enterprise Value High,465590,471267,429359,441951,433161,419852,404616,372365,329393,487019
Enterprise Value Low,392112,393254,317563,342399,368347,315410,331876,197712,221807,268836
