,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,15456,15884,15714,16389,17510,18881,20825,5594,1908,12169
+ Sales & Services Revenue,15456,15884,15714,16389,17510,18881,20825,5594,1908,12169
- Cost of Revenue,10624,10403,9447,9383,10501,11089,12909,8245,4655,11757
+ Cost of Goods & Services,10624,10403,9447,9383,10501,11089,12909,8245,4655,11757
Gross Profit,4832,5481,6267,7006,7009,7792,7916,-2651,-2747,412
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,3467,3689,3693,3935,4111,4467,4640,4119,4118,4790
"+ Selling, General & Admin",1879,2054,2067,2197,2265,2450,2480,1878,1885,2515
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,1588,1635,1626,1738,1846,2017,2160,2241,2233,2275
Operating Income (Loss),1365,1792,2574,3071,2898,3325,3276,-6770,-6865,-4378
- Non-Operating (Income) Loss,293,547,775,243,232,118,216,3483,2657,1702
"+ Interest Expense, Net",308,280,209,217,189,180,183,877,1589,1535
+ Interest Expense,319,288,217,223,198,194,206,895,1601,1609
- Interest Income,11,8,8,6,9,14,23,18,12,74
+ Other Non-Op (Income) Loss,-15,267,566,26,43,-62,33,2606,1068,167
Pretax Income,1072,1245,1799,2828,2666,3207,3060,-10253,-9522,-6080
- Income Tax Expense (Benefit),-6,9,42,49,60,54,71,-17,-21,14
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,1078,1236,1757,2779,2606,3153,2989,-10236,-9501,-6094
- Net Extraordinary Losses (Gains),0,0,0,0,0,1,-1,0,0,-1
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,1,-1,0,0,-1
Income (Loss) Incl. MI,1078,1236,1757,2779,2606,3152,2990,-10236,-9501,-6093
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",1078,1236,1757,2779,2606,3152,2990,-10236,-9501,-6093
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",1078,1236,1757,2779,2606,3152,2990,-10236,-9501,-6093
Basic Weighted Avg Shares,775,776,777,745,723,709,690,775,1123,1180
"Basic EPS, GAAP",1.39,1.59,2.26,3.73,3.60,4.45,4.33,-13.21,-8.46,-5.16
Basic EPS from Cont Ops,1.39,1.59,2.26,3.73,3.60,4.45,4.33,-13.21,-8.46,-5.16
Diluted Weighted Avg Shares,777,778,779,747,725,710,692,775,1123,1180
"Diluted EPS, GAAP",1.39,1.59,2.26,3.72,3.59,4.44,4.32,-13.21,-8.46,-5.16
Diluted EPS from Cont Ops,1.39,1.59,2.26,3.72,3.59,4.44,4.32,-13.21,-8.46,-5.16
EBITDA,2953,3427,4200,4809,4744,5342,5436,-4529,-4632,-2103
EBITDA Margin (%),19.11,21.58,26.73,29.34,27.09,28.29,26.10,-80.96,-242.77,-17.28
EBITA,1365,1792,2574,3071,2898,3325,3276,-6770,-6865,-4378
EBIT,1365,1792,2574,3071,2898,3325,3276,-6770,-6865,-4378
Gross Margin (%),31.26,34.51,39.88,42.75,40.03,41.27,38.01,-47.39,-143.97,3.39
Operating Margin (%),8.83,11.28,16.38,18.74,16.55,17.61,15.73,-121.02,-359.80,-35.98
Profit Margin (%),6.97,7.78,11.18,16.96,14.88,16.69,14.36,-182.98,-497.96,-50.07
Sales per Employee,169288,173976,172114,168611,176512,185108,196462,79914,47700,139874
Dividend per Share,1.50,1.00,1.05,1.31,1.50,1.91,2.01,0.89,0,0
Depreciation Expense,1588,1635,1626,1738,1846,2017,2160,2241,2233,2275
