,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Shares Outstanding,433,427,414,396,394,397,389,392,388,389
Diluted Weighted Avg Shares,440,432,422,404,401,400,400,392,392,388
Basic Weighted Avg Shares,433,425,416,399,395,395,395,390,390,388
Revenue per Share,28.39,29.09,28.88,29.59,7.71,35.04,26.53,23.71,30.34,29.95
EBITDA per Share,4.87,4.88,4.28,4.49,0.97,5.00,3.84,2.30,4.87,3.42
Operating Income per Share,4.24,4.24,3.60,3.77,0.78,4.24,3.16,1.61,4.18,2.74
"Basic EPS, GAAP",2.42,2.90,2.58,1.54,0.64,3.19,1.97,1.05,3.55,0.31
Basic EPS from Cont Ops,2.42,2.90,2.82,1.81,0.66,3.19,1.59,0.91,3.12,0.31
"Diluted EPS, GAAP",2.38,2.85,2.54,1.52,0.63,3.15,1.94,1.04,3.53,0.31
Diluted EPS from Cont Ops,2.38,2.85,2.78,1.79,0.65,3.14,1.57,0.91,3.10,0.31
Dividend per Share,1.11,1.33,1.53,1.72,0.46,1.94,1.89,1.94,1.98,1.81
Cash Flow per Share,3.92,2.70,3.55,3.69,-0.62,4.21,2.21,3.37,2.21,-1.69
Free Cash Flow per Basic Share,3.07,1.80,2.92,3.02,-0.66,3.39,1.25,2.47,1.16,-2.61
Cash & Equivalents per Share,2.25,2.22,2.97,1.43,1.73,1.37,3.52,3.61,3.29,2.10
Book Value per Share,7.72,7.58,6.40,2.84,2.40,3.22,0.27,0.73,1.39,0.40
Tangible Book Value per Share,3.17,3.48,3.30,-0.16,-0.32,1.31,0.89,-6.12,-4.80,-4.40
