,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,602,599,599,596,597,598,684,1590,1591,1008
ST Debt,0,0,0,0,0,0,0,0,0,0
LT Debt,602,599,599,596,597,598,684,1590,1591,1008
Total Debt/EBITDA,1.33,1.21,0.93,0.85,0.67,0.60,0.64,1.40,0.96,0.44
Net Debt/EBITDA,-0.58,0.11,0.27,0.29,-0.08,-0.11,-0.51,-1.11,-0.64,-0.70
Total Debt/EBIT,1.37,1.26,0.96,0.87,0.69,0.61,0.65,1.43,0.97,0.44
Net Debt/EBIT,-0.60,0.11,0.28,0.29,-0.08,-0.12,-0.52,-1.13,-0.64,-0.70
EBITDA to Interest Expense,20.27,21.33,27.47,32.43,36.87,39.97,42.13,27.83,31.24,58.32
EBITDA-CapEx/Interest Expense,19.42,19.96,26.70,31.40,36.03,39.18,41.23,27.44,30.90,57.86
EBIT to Interest Expense,19.67,20.57,26.56,31.41,35.93,39.16,41.30,27.30,30.87,57.88
Interest Expense,22,23,24,22,24,25,25,41,53,40
Common Equity/Total Assets,185.26,207.86,209.54,215.42,208.48,222.10,207.62,152.52,172.22,207.98
Long-Term Debt/Equity (%),47.76,53.30,48.36,45.72,37.19,33.05,29.20,51.24,52.99,28.73
Long-Term Debt/Capital (%),11.57,10.92,10.21,9.48,8.74,7.83,7.96,15.29,13.67,7.88
Long-Term Debt/Total Assets (%),24.23,25.48,23.83,22.56,19.97,18.88,17.95,27.52,27.27,17.80
Total Debt/Equity (%),47.76,53.30,48.36,45.72,37.19,33.05,29.20,51.24,52.99,28.73
Total Debt/Capital (%),11.57,10.92,10.21,9.48,8.74,7.83,7.96,15.29,13.67,7.88
Total Debt/Total Assets (%),24.23,25.48,23.83,22.56,19.97,18.88,17.95,27.52,27.27,17.80
Net Debt to Equity,-20.86,4.83,14.12,15.41,-4.34,-6.31,-23.15,-40.63,-35.21,-45.85
Net Debt/Capital (%),-6.06,1.10,3.21,3.41,-1.13,-1.65,-7.27,-16.54,-11.66,-15.67
EBITDA,454,494,647,704,892,1002,1069,1138,1659,2305
EBITDA-CapEx,435,462,629,682,871,983,1046,1122,1641,2287
Operating Income (Loss),440,476,626,682,869,982,1048,1116,1640,2288
