,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,1.66,1.05,0.75,0.64,1.05,1.15,1.75,3.29,3.12,3.03
Current Ratio,3.50,3.13,3.11,3.02,3.62,3.96,4.62,5.91,5.95,5.64
Quick Ratio,1.68,1.06,0.77,0.67,1.08,1.18,1.77,3.32,3.15,3.05
CFO/Avg Current Liab,0.57,0.35,0.37,0.65,0.90,1.15,1.36,1.24,1.49,2.26
Common Equity/Total Assets,185.26,207.86,209.54,215.42,208.48,222.10,207.62,152.52,172.22,207.98
Long-Term Debt/Equity (%),47.76,53.30,48.36,45.72,37.19,33.05,29.20,51.24,52.99,28.73
Long-Term Debt/Capital (%),11.57,10.92,10.21,9.48,8.74,7.83,7.96,15.29,13.67,7.88
Long-Term Debt/Total Assets (%),24.23,25.48,23.83,22.56,19.97,18.88,17.95,27.52,27.27,17.80
Total Debt/Equity (%),47.76,53.30,48.36,45.72,37.19,33.05,29.20,51.24,52.99,28.73
Total Debt/Capital (%),11.57,10.92,10.21,9.48,8.74,7.83,7.96,15.29,13.67,7.88
Total Debt/Total Assets (%),24.23,25.48,23.83,22.56,19.97,18.88,17.95,27.52,27.27,17.80
CFO/Total Liabilities,22.06,15.04,15.94,28.70,41.11,53.27,59.01,34.60,43.87,86.81
CFO/CapEx,14.21,5.83,11.13,17.19,28.07,36.77,38.18,57.40,69.50,101.48
Altman's Z-Score,7.76,8.58,9.41,9.41,12.28,10.92,12.18,8.36,10.03,11.06
