,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,4,4,4,4,4,4,4,4,3,3
Diluted Weighted Avg Shares,5,4,4,4,4,4,4,4,4,4
Basic Weighted Avg Shares,5,4,4,4,4,4,4,4,4,3
Revenue per Share,890.07,1040.09,1284.31,1515.50,1691.32,1976.11,2032.63,2043.84,2502.02,3207.03
EBITDA per Share,95.79,115.36,160.91,183.01,238.87,276.08,293.64,308.14,463.34,701.51
Operating Income per Share,92.97,111.25,155.56,177.22,232.80,270.52,287.92,302.18,457.91,696.21
"Basic EPS, GAAP",56.25,65.83,95.21,110.54,143.99,219.55,241.29,244.11,345.36,525.13
Basic EPS from Cont Ops,56.25,65.83,95.21,110.54,143.99,219.55,241.29,244.11,345.36,525.13
"Diluted EPS, GAAP",54.81,63.50,89.99,103.62,126.77,194.82,221.13,230.09,320.48,491.76
Diluted EPS from Cont Ops,54.81,63.50,89.99,103.62,126.77,194.82,221.13,230.09,320.48,491.76
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,57.04,43.14,50.57,99.94,152.40,199.15,237.99,250.61,346.94,569.11
Free Cash Flow per Basic Share,53.03,35.74,46.03,94.12,146.97,193.74,231.76,246.25,341.95,563.50
Cash & Equivalents per Share,195.23,134.58,109.05,107.07,180.65,198.97,313.89,751.78,746.49,783.75
Book Value per Share,1038.80,1207.03,1354.49,1542.26,1688.47,1965.31,2177.42,2384.29,2914.64,3657.62
Tangible Book Value per Share,282.97,276.33,317.45,352.52,434.97,505.49,644.48,839.67,870.90,1089.44
