,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,4434,5324,6621,7159,6123,8617,10371,13422,14297,16650
- Cash & Cash Equivalents,197,116,159,228,195,209,360,586,682,503
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,0,0,35,300,575,575,574,876,866,2220
Enterprise Value,4225,5188,6474,7207,6471,8954,10560,13692,14445,18333
Total Capital,701,850,1057,1584,2034,698,948,1509,1779,3400
Total Debt/Capital (%),0,0,3.31,18.93,28.26,82.34,60.58,58.02,48.69,65.29
Total Debt / EV,0,0,0.01,0.04,0.09,0.06,0.05,0.06,0.06,0.12
EV/Sales,4.92,5.64,6.43,6.39,5.30,6.63,7.36,9.16,9.08,9.94
EV/EBITDA,13.84,15.41,17.82,18.59,16.16,21.14,21.18,27.53,24.85,27.38
EV/EBIT,15.68,17.17,19.50,20.61,18.38,24.45,24.11,31.14,30.47,33.97
EV/Cash Flow to Firm,15.66,19.58,21.13,21.82,20.51,23.99,25.55,26.62,25.76,32.47
EV/Free Cash Flow to Firm,14.65,18.35,19.49,19.06,18.36,22.01,22.34,23.13,23.22,29.77
Diluted Market Cap,4567,5474,6768,7396,6221,8885,10577,13639,14660,16952
Diluted Enterprise Value,4371,5358,6644,7468,6601,9251,10791,13929,14844,18669
EV per Share,97.52,124.14,156.68,179.99,165.83,234.45,277.04,360.03,384.03,481.89
TTM Sales,858,920,1007,1127,1221,1350,1435,1494,1591,1844
TTM EBITDA,305,337,363,388,400,423,498,497,581,669
TTM Operating Income,269,302,332,350,352,366,438,440,474,540
TTM Cash Flow to Firm,270,265,306,330,316,373,413,514,561,565
TTM Free Cash Flow to Firm,288,283,332,378,352,407,473,592,622,616
