,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,13.26,14.65,13.47,15.74,15.20,10.84,14.15,14.96,10.91,11.74
Price/Earnings Average,11.80,13.51,13.59,13.15,14.96,12.58,12.77,13.17,10.93,13.21
Price/Earnings High,13.44,14.82,14.49,16.14,16.06,14.03,14.61,19.28,12.25,17.12
Price/Earnings Low,10.53,12.25,12.16,11.36,14.05,10.34,10.77,9.19,8.26,10.34
Price/Book Value,1.90,1.91,1.62,1.74,1.64,1.23,1.44,1.08,1.20,0.93
Price/Book Value Average,1.69,1.76,1.63,1.45,1.61,1.43,1.30,0.95,1.21,1.04
Price/Book Value High,1.93,1.93,1.74,1.78,1.73,1.59,1.48,1.40,1.35,1.35
Price/Book Value Low,1.51,1.60,1.46,1.25,1.51,1.17,1.09,0.67,0.91,0.82
Price/Tangible Book Value,3.02,3.03,2.62,2.93,2.81,2.21,2.70,1.99,2.38,2.68
Price/Tangible Book Value Average,2.69,2.79,2.65,2.44,2.76,2.56,2.44,1.75,2.38,3.02
Price/Tangible Book Value High,3.06,3.06,2.82,3.00,2.97,2.86,2.79,2.56,2.67,3.91
Price/Tangible Book Value Low,2.40,2.53,2.37,2.11,2.60,2.11,2.06,1.22,1.80,2.36
Price/Sales,3.82,4.12,3.78,4.18,4.11,3.28,4.09,3.00,3.68,2.69
Price/Sales Average,3.40,3.80,3.81,3.49,4.05,3.81,3.69,2.64,3.69,3.02
Price/Sales High,3.87,4.17,4.06,4.29,4.34,4.24,4.22,3.86,4.13,3.91
Price/Sales Low,3.04,3.45,3.41,3.02,3.80,3.13,3.11,1.84,2.78,2.36
Price/Cash Flow,6.47,15.41,8.64,16.54,13.88,6.99,19.13,18.74,8.47,3.07
Price/Cash Flow Average,5.76,14.21,8.72,13.81,13.66,8.12,17.27,16.50,8.48,3.46
Price/Cash Flow High,6.56,15.59,9.29,16.96,14.67,9.05,19.76,24.15,9.51,4.48
Price/Cash Flow Low,5.14,12.88,7.80,11.94,12.84,6.67,14.57,11.52,6.41,2.71
Price/Free Cash Flow,6.51,15.49,8.68,16.60,13.93,7.01,19.16,18.75,8.48,3.08
Price/Free Cash Flow Average,5.79,14.29,8.75,13.86,13.71,8.14,17.29,16.51,8.49,3.46
Price/Free Cash Flow High,6.60,15.68,9.33,17.02,14.72,9.07,19.79,24.17,9.51,4.49
Price/Free Cash Flow Low,5.17,12.95,7.83,11.98,12.88,6.69,14.59,11.52,6.41,2.71
EV/Sales,3.98,4.12,3.39,2.78,2.56,2.10,0.71,0,0,0.77
EV/Sales Average,5.68,6.62,6.51,5.24,5.62,5.55,5.68,2.51,4.63,4.13
EV/Sales High,6.15,6.98,6.75,6.02,5.91,5.98,6.20,3.73,5.08,5.05
EV/Sales Low,5.32,6.27,6.11,4.77,5.38,4.89,5.12,1.72,3.73,3.45
EV/EBITDA,148.42,164.15,141.49,124.70,119.71,101.15,32.39,0,0,33.27
EV/EBITDA Average,211.61,263.48,271.76,235.17,262.31,267.75,259.03,110.67,211.84,178.39
EV/EBITDA High,229.10,277.99,282.18,270.46,276.02,288.49,282.57,164.59,232.06,218.04
EV/EBITDA Low,198.08,249.47,255.15,214.10,251.01,235.59,233.49,75.59,170.75,149.20
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/EBIT Average,0,0,0,0,0,0,0,0,0,0
EV/EBIT High,0,0,0,0,0,0,0,0,0,0
EV/EBIT Low,0,0,0,0,0,0,0,0,0,0
Last Price,40.27,45.56,43.01,51.37,53.58,45.21,59.17,46.15,56.15,43.61
High Price,40.83,46.10,46.26,52.68,56.61,58.50,61.11,59.48,63.01,63.57
Low Price,31.99,38.10,38.81,37.07,49.54,43.14,45.05,28.36,42.47,38.39
Enterprise Value,77178,82239,68059,58608,56022,47236,16262,-70191,-27808,18633
Enterprise Value Average,110036,132003,130715,110532,122763,125038,130032,58321,105285,99897
Enterprise Value High,119134,139272,135728,127115,129176,134726,141851,86739,115331,122101
Enterprise Value Low,103004,124986,122726,100625,117471,110022,117213,39838,84860,83551
