,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,73483,81364,75061,87175,88709,72713,90776,69553,83299,66766
- Cash & Cash Equivalents,8477,10654,11147,15705,19505,21453,22405,62580,28905,53542
+ Preferred Equity and Hybrid Capital,4756,4756,5501,5501,5419,5984,5984,5983,6371,6808
+ Minority/Non Controlling Interest,694,689,686,635,626,628,630,630,469,466
+ Total Debt,47657,62153,59955,47286,48910,55479,63890,53063,43921,71045
Enterprise Value,77178,82239,68059,58608,56022,47236,16262,-70191,-27808,18633
Total Capital,91795,110149,112540,103594,109118,121177,133711,123885,119983,150241
Total Debt/Capital (%),51.92,56.43,53.27,45.65,44.82,45.78,47.78,42.83,36.61,47.29
Total Debt / EV,0.62,0.76,0.88,0.81,0.87,1.17,3.93,-0.76,-1.58,3.81
EV/Sales,3.98,4.12,3.39,2.78,2.56,2.10,0.71,0,0,0.77
EV/EBITDA,148.42,164.15,141.49,124.70,119.71,101.15,32.39,0,0,33.27
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,7.56,19.31,8.64,13.76,11.58,5.98,12.52,0,0,1.00
EV/Free Cash Flow to Firm,7.56,19.31,8.64,13.76,11.58,5.98,12.52,0,0,1.00
Diluted Market Cap,74459,82600,76214,88562,90175,74054,93666,69687,83664,64979
Diluted Enterprise Value,119089,139544,131209,126279,125625,114692,141765,66783,105520,89756
EV per Share,42.29,46.05,39.00,34.54,33.84,29.37,10.60,0,0,12.17
TTM Sales,19378,19939,20093,21105,21852,22521,22883,23226,22721,24184
TTM EBITDA,520,501,481,470,468,467,502,527,497,560
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,10205,4258,7876,4259,4837,7893,1299,2056,9090,18547
TTM Free Cash Flow to Firm,10205,4258,7876,4259,4837,7893,1299,2056,9090,18547
