,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,4017,4913,5285,6720,8029,10060,10310,13907,12249,13273
- Cash & Cash Equivalents,128,70,148,70,115,31,31,213,51,49
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,15,9,53,0,50,0,0,1,100,115
Enterprise Value,3905,4852,5189,6650,7964,10029,10279,13694,12298,13339
Total Capital,1089,1213,1320,1432,1636,1858,2067,2237,2514,2752
Total Debt/Capital (%),1.40,0.75,3.99,0.01,3.06,0,0,0.02,3.99,4.18
Total Debt / EV,0.00,0.00,0.01,3.01,0.01,0,0,3.88,0.01,0.01
EV/Sales,3.46,4.01,4.13,4.91,5.56,6.53,6.62,8.07,6.99,6.87
EV/EBITDA,10.67,11.56,11.88,14.09,15.79,18.49,20.24,24.79,21.41,20.45
EV/EBIT,14.70,15.55,16.32,19.43,21.85,25.68,29.60,35.98,30.84,28.10
EV/Cash Flow to Firm,12.46,14.17,13.84,18.16,22.25,24.22,23.80,26.79,26.56,26.34
EV/Free Cash Flow to Firm,8.44,9.11,8.49,10.41,13.00,14.89,14.28,16.85,16.27,15.61
Diluted Market Cap,4082,5078,5333,6808,8115,10114,10358,13962,12523,13383
Diluted Enterprise Value,3970,5016,5238,6738,8050,10083,10327,13749,12572,13450
EV per Share,45.81,58.72,64.18,84.50,102.86,129.95,133.51,178.70,166.18,183.03
TTM Sales,1129,1210,1256,1355,1431,1537,1553,1697,1758,1943
TTM EBITDA,366,420,437,472,504,542,508,552,574,652
TTM Operating Income,266,312,318,342,364,390,347,381,399,475
TTM Cash Flow to Firm,313,342,375,366,358,414,432,511,463,506
TTM Free Cash Flow to Firm,463,533,611,639,612,674,720,813,756,855
