,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,157278,165832,154456,164763,191227,122758,168094,126716,119915,87604
- Cash & Cash Equivalents,198890,160197,133097,160494,180516,188010,193919,309615,262033,342025
+ Preferred Equity and Hybrid Capital,6738,10468,16718,19253,19253,18460,17980,19480,18995,18995
+ Minority/Non Controlling Interest,1794,1511,1235,1023,932,854,704,758,700,649
+ Total Debt,280060,281415,222354,236879,281161,264251,293809,301200,282347,318702
Enterprise Value,-49527,-10493,-45074,-46213,13087,-76937,6403,-196545,-128598,-165754
Total Capital,400026,411626,374179,403663,437092,434943,477893,490064,487021,533111
Total Debt/Capital (%),70.01,68.37,59.42,58.68,64.33,60.76,61.48,61.46,57.97,59.78
Total Debt / EV,-5.65,-26.82,-4.93,-5.13,21.48,-3.43,45.89,-1.53,-2.20,-1.92
EV/Sales,0,0,0,0,0.18,0,0.09,0,0,0
EV/EBITDA,0,0,0,0,3.58,0,1.64,0,0,0
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,0,0,0,0,0,0,0,0,0,0
EV/Free Cash Flow to Firm,0,0,0,0,0,0,0,0,0,0
Diluted Market Cap,157920,166549,157303,171652,200795,129305,180114,127745,123845,88845
Diluted Enterprise Value,247622,299746,264513,268313,321625,224860,298688,139568,163854,85166
EV per Share,0,0,0,0,5.09,0,3.03,0,0,0
TTM Sales,76366,76882,76354,69875,71449,72854,74286,74291,71887,75305
TTM EBITDA,3303,3589,3506,3720,3659,3754,3905,3937,3964,4262
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,46905,38828,32172,45976,-4540,19143,-35958,-31493,54852,4314
TTM Free Cash Flow to Firm,50395,42214,35370,48732,-1179,22917,-30622,-28047,58971,9946
