,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Price/Earnings,20.22,24.71,15.95,15.63,19.98,15.69,24.71,24.11,14.52,19.65
Price/Earnings Average,17.98,30.17,14.05,14.19,20.50,14.12,20.58,19.44,16.21,15.49
Price/Earnings High,20.49,37.32,16.63,18.52,24.16,17.13,25.45,26.67,20.71,19.86
Price/Earnings Low,15.47,24.48,9.95,11.30,17.14,10.71,14.20,12.70,13.02,10.30
Price/Book Value,3.17,19.05,15.24,10.53,9.56,6.90,10.86,14.39,31.82,22.15
Price/Book Value Average,2.82,23.25,13.42,9.56,9.80,6.21,9.04,11.60,35.50,17.46
Price/Book Value High,3.22,28.77,15.89,12.48,11.55,7.53,11.18,15.91,45.37,22.38
Price/Book Value Low,2.43,18.87,9.50,7.61,8.19,4.71,6.24,7.58,28.53,11.61
Price/Tangible Book Value,3.55,118.49,32.15,15.15,12.84,-17.22,-39.44,277.31,-21.49,-222.43
Price/Tangible Book Value Average,3.16,144.64,28.33,13.75,13.17,-15.50,-32.84,223.57,-23.98,-175.35
Price/Tangible Book Value High,3.60,178.95,33.53,17.94,15.52,-18.79,-40.62,306.72,-30.64,-224.74
Price/Tangible Book Value Low,2.72,117.39,20.05,10.95,11.01,-11.75,-22.66,146.08,-19.27,-116.61
Price/Sales,4.02,3.22,3.76,4.16,3.97,4.04,5.18,7.24,5.24,6.34
Price/Sales Average,3.58,3.93,3.32,3.78,4.07,3.63,4.31,5.84,5.84,5.00
Price/Sales High,4.08,4.86,3.93,4.93,4.80,4.41,5.33,8.01,7.47,6.41
Price/Sales Low,3.08,3.19,2.35,3.01,3.41,2.75,2.98,3.82,4.70,3.32
Price/Cash Flow,15.13,14.93,14.79,13.41,13.04,16.00,16.90,22.93,58.89,69.40
Price/Cash Flow Average,13.45,18.23,13.03,12.17,13.38,14.40,14.08,18.49,65.71,54.72
Price/Cash Flow High,15.33,22.55,15.42,15.88,15.77,17.47,17.41,25.37,83.97,70.13
Price/Cash Flow Low,11.57,14.80,9.22,9.69,11.18,10.92,9.71,12.08,52.80,36.39
Price/Free Cash Flow,14.10,14.01,14.28,13.03,12.45,14.46,15.68,20.92,43.13,51.45
Price/Free Cash Flow Average,12.54,17.10,12.58,11.83,12.77,13.01,13.06,16.86,48.12,40.56
Price/Free Cash Flow High,14.29,21.15,14.89,15.43,15.05,15.78,16.16,23.13,61.50,51.99
Price/Free Cash Flow Low,10.78,13.88,8.90,9.42,10.68,9.86,9.01,11.02,38.67,26.98
EV/Sales,2.33,2.86,3.49,3.61,3.44,4.34,5.27,7.32,5.37,6.49
EV/Sales Average,2.74,4.10,3.51,3.76,3.91,4.09,4.54,6.08,6.06,5.30
EV/Sales High,3.24,5.01,4.12,4.91,4.63,4.88,5.55,8.23,7.59,6.68
EV/Sales Low,2.25,3.38,2.54,2.99,3.24,3.19,3.21,4.07,4.98,3.65
EV/EBITDA,7.97,10.86,10.15,9.41,8.68,12.22,14.52,17.94,13.17,16.63
EV/EBITDA Average,9.40,15.56,10.19,9.81,9.86,11.51,12.51,14.91,14.87,13.57
EV/EBITDA High,11.10,19.00,11.96,12.82,11.69,13.73,15.30,20.18,18.62,17.11
EV/EBITDA Low,7.69,12.84,7.37,7.80,8.17,8.98,8.86,9.99,12.21,9.35
EV/EBIT,8.83,12.18,10.85,9.84,9.03,14.27,17.39,20.35,13.53,17.06
EV/EBIT Average,10.41,17.46,10.90,10.25,10.26,13.44,14.99,16.90,15.28,13.92
EV/EBIT High,12.30,21.31,12.80,13.40,12.17,16.04,18.33,22.89,19.14,17.56
EV/EBIT Low,8.52,14.40,7.89,8.15,8.51,10.48,10.61,11.32,12.55,9.59
Last Price,70.97,55.76,72.08,92.51,102.53,118.20,191.73,325.20,320.57,477.23
High Price,71.93,84.21,75.17,109.59,123.96,129.03,197.50,359.69,457.12,482.20
Low Price,54.29,55.24,44.95,66.88,87.93,80.65,110.19,171.31,287.44,250.20
Enterprise Value,6815,8056,10425,12559,13881,19829,30594,50629,49441,68157
Enterprise Value Average,8038,11547,10470,13084,15771,18670,26358,42061,55828,55616
Enterprise Value High,9496,14096,12290,17102,18701,22280,32237,56958,69927,70154
Enterprise Value Low,6577,9523,7577,10403,13078,14564,18664,28178,45866,38324
